Tahun,BRAND,TYPE MODEL,CC,TRANS,FUEL,"TANK
CAPT","GVW
(Kg)",GEAR RATIO,WHEEL & TYRE SIZE,PS / HP,WHEEL BASE,"DIMENSION
P x L xT",SEATER,DRIVE SYS.,Kolom1,SPEED,DOOR,WHEELS,CBU / CKD,"ORIGIN
COUNTRY",JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC
2022,SUZUKI,New  SX4 S0Cros  AT,1490,AT,G,48,1670,0,205/60 R16,109,2600,4300 X 1765 X 1690,5,4X2,FF,0,4,4,CBU,India,0,1,21,30,28,29,18,14,40,85,57,70
2022,SUZUKI,APV0GE,1495,MT,G,46,1950,4300,185/80 R14,105,2625,4225 X 1655 X 1855,8,4X2,FR,0,5,4,CKD,INA,66,200,242,101,85,80,111,95,113,103,118,84
2022,SUZUKI,APV0GL,1495,MT,G,46,1950,4300,185/80 R14,105,2625,4225 X 1655 X 1855,8,4X2,FR,0,5,4,CKD,INA,43,65,92,62,36,82,88,64,72,61,80,3
2022,SUZUKI,APV0GX,1495,MT,G,46,1950,4300,195/65 R15,105,2625,4225 X 1655 X 1855,8,4X2,FR,0,5,4,CKD,INA,19,49,45,50,48,54,33,60,47,116,55,342
2022,SUZUKI,APV  SGX,1495,MT,G,46,1950,4300,195/65 R15,105,2625,4225 X 1655 X 1855,7,4X2,FR,0,5,4,CKD,INA,10,11,15,14,9,31,35,21,17,27,36,62
2022,TOYOTA,Avanza 1.3 A/T Transmover,1298,AT,G,45,1085,5571,185/70R14,92 / 6000,2655,4140X1660X1695,7,4X2,FR,4,5,4,CKD,INA,0,198,100,201,26,97,779,1957,1344,1125,25,2
2022,TOYOTA,All New  Avanza 1.5 G BMC 2015,1298,MT,G,45,1085,5125,185/70R14,92 / 6000,2655,4140X1660X1695,7,4X2,FR,4,5,4,CKD,INA,0,0,1,0,0,0,1,0,0,0,0,0
2022,TOYOTA,New  Avanza 1.3 E 2019,1298,MT,G,45,1085,5125,185/70R14,92 / 6000,2655,4140X1660X1695,7,4X2,FR,4,5,4,CKD,INA,2,0,1,0,0,1,1,0,1,0,0,0
2022,TOYOTA,New  Avanza 1.3 E A/T 2019,1298,AT,G,45,1085,5571,185/70R14,92 / 6000,2655,4140X1660X1695,7,4X2,FR,4,5,4,CKD,INA,0,0,0,0,0,0,0,0,0,0,0,0
2022,TOYOTA,New  Avanza 1.3 G 2019,1298,MT,G,45,1085,5125,185/70R14,92 / 6000,2655,4140X1660X1695,7,4X2,FR,4,5,4,CKD,INA,0,0,2,1,0,3,0,0,0,0,1,0
2022,TOYOTA,New  Avanza 1.3 G A/T 2019,1298,AT,G,45,1085,5571,185/70R14,92 / 6000,2655,4140X1660X1695,7,4X2,FR,4,5,4,CKD,INA,0,0,1,0,0,0,1,0,0,0,0,0
2022,TOYOTA,New  Avanza Veloz  1.3 2019,1329,MT,G,45,1085,4875,185/65R15,104 / 6000,2655,4140X1660X1695,7,4X2,FR,5,5,4,CKD,INA,0,0,1,0,0,0,0,0,0,0,0,0
2022,TOYOTA,New  Avanza Veloz  1.5 2019,1495,MT,G,45,1085,4875,185/65R15,104 / 6000,2655,4140X1660X1695,7,4X2,FR,4,5,4,CKD,INA,1,0,0,1,0,0,1,0,0,0,0,0
2022,TOYOTA,New  Avanza Veloz  1.5 A/T 2019,1495,AT,G,45,1085,5125,185/65R15,104 / 6000,2655,4140X1660X1695,7,4X2,FR,4,5,4,CKD,INA,0,0,0,0,0,0,1,0,0,0,0,0
2022,TOYOTA,All New  Avanza 1.3 E 2021,1298,MT,G,45,1085,4875,185/65R15,104 / 6000,2655,4140X1660X1695,7,4X2,FR,5,5,4,CKD,INA,341,246,3106,439,1093,1737,1985,1885,1305,977,617,480
2022,TOYOTA,All New  Avanza 1.3 E Cvt 2021,1298,AT,G,45,1085,4875,185/65R15,104 / 6000,2655,4140X1660X1695,7,4X2,FR,5,5,4,CKD,INA,23,2,248,341,86,616,611,498,441,271,545,788
2022,TOYOTA,All New  Avanza 1.5 G 2021,1495,MT,G,45,1085,4875,185/65R15,104 / 6000,2655,4140X1660X1695,7,4X2,FR,5,5,4,CKD,INA,1290,1304,1734,2597,242,2528,2699,2221,2040,1477,745,1504
2022,TOYOTA,All New  Avanza 1.5 G CVT 2021,1497,AT,G,0,0,0,185/60 R15,107 / 6000,0,4235X1695X1690,7,4X2,FR,5,5,4,CKD,INA,1472,877,869,1440,338,1189,1087,461,1572,1108,1925,2264
2022,TOYOTA,All New  Avanza 1.5 G CVT TSS 2021,1497,AT,G,0,0,0,185/60 R15,107 / 6000,0,4235X1695X1690,7,4X2,FR,5,5,4,CKD,INA,62,434,21,20,7,2,376,8,152,0,1,5
2022,TOYOTA,All New  Avanza Veloz  1.5 G BMC 2015,1298,MT,G,45,1085,5125,185/70R14,92 / 6000,2655,4140X1660X1695,7,4X2,FR,4,5,4,CKD,INA,0,0,1,0,0,0,0,0,0,0,0,0
2022,TOYOTA,All New  Avanza Veloz  1.5 G AT BMC 2015,1298,AT,G,45,1085,5125,185/70R14,92 / 6000,2655,4140X1660X1695,7,4X2,FR,4,5,4,CKD,INA,0,0,0,1,0,0,0,0,0,0,0,0
2022,TOYOTA,All New  Veloz  1.5 2021,1497,MT,G,0,0,0,185/60 R15,107 / 6000,0,4235X1695X1690,7,4X2,FR,5,5,4,CKD,INA,1430,1165,492,463,213,391,108,825,391,647,460,54
2022,TOYOTA,All New  Veloz  1.5 CVT 2021,1497,AT,G,0,0,0,185/60 R15,107 / 6000,0,4235X1695X1690,7,4X2,FR,5,5,4,CKD,INA,0,0,0,2,0,0,421,278,102,181,10,0
2022,TOYOTA,All New  Veloz  1.5 Q Cvt 2021,1497,AT,G,0,0,0,185/60 R15,107 / 6000,0,4235X1695X1690,7,4X2,FR,5,5,4,CKD,INA,1675,847,1293,2444,303,435,730,1277,2768,1566,2918,168
2022,TOYOTA,All New  Veloz  1.5 Q Cvt Tss  2021,1497,AT,G,0,0,0,185/60 R15,107 / 6000,0,4235X1695X1690,7,4X2,FR,5,5,4,CKD,INA,1672,851,1439,1950,422,344,128,51,150,290,329,334
2022,TOYOTA,Sienta V  1.5 CVT,1497,AT,G,0,0,0,195/50 R16,107 / 6000,0,4235X1695X1690,7,4X2,FR,5,5,4,CKD,INA,1,0,0,0,2,3,0,2,5,1,14,2
2022,TOYOTA,Sienta Q 1.5 CVT,1497,AT,G,0,0,0,195/50 R16,107 / 6000,0,4235X1695X1690,7,4X2,FR,5,5,4,CKD,INA,4,0,4,1,0,5,0,14,4,2,7,0
2022,TOYOTA,Sienta V  1.5 CVT Welcab,1497,A/T,G,0,0,0,195/50 R16,107 / 6000,0,4235X1695X1690,7,4X2,FR,5,5,4,CKD,INA,3,5,0,4,0,3,9,0,2,0,2,0
2022,TOYOTA,Raize 1.0T G One Tone New  2021,998,MT,G,36,1680,5462,235/60R16,98 / 6000,2525,4030X1710X1635,5,4X2,FF,5,5,4,CKD,INA,86,36,62,82,33,117,60,62,66,186,5,39
2022,TOYOTA,Raize 1.0T G Tw o Tone New  2021,998,MT,G,36,1680,5462,235/60R16,98 / 6000,2525,4030X1710X1635,5,4X2,FF,5,5,4,CKD,INA,4,11,2,11,0,1,0,0,0,0,0,0
2022,TOYOTA,Raize 1.0T G CVT One Tone New  2021,998,CVT,G,36,1680,5105,235/60R16,98 / 6000,2525,4030X1710X1635,5,4X2,FF,5,5,4,CKD,INA,52,110,329,72,55,114,444,539,83,181,470,97
2022,TOYOTA,Raize 1.0T G CVT Tw o Tone New  2021,998,CVT,G,36,1680,5105,235/60R16,98 / 6000,2525,4030X1710X1635,5,4X2,FF,5,5,4,CKD,INA,5,12,7,93,14,26,64,0,109,34,25,21
2022,TOYOTA,Raize 1.0T GR CVT One Tone New  2021,998,CVT,G,36,1680,5105,235/60R16,98 / 6000,2525,4030X1710X1635,5,4X2,FF,5,5,4,CKD,INA,352,62,904,523,72,390,65,1157,78,689,725,73
2022,TOYOTA,Raize 1.0T GR CVT Tw o Tone New  2021,998,CVT,G,36,1680,5105,235/60R16,98 / 6000,2525,4030X1710X1635,5,4X2,FF,5,5,4,CKD,INA,452,448,788,592,117,509,134,825,769,1029,512,367
2022,TOYOTA,Raize 1.0T GR TSS CVT One Tone New  2021,998,CVT,G,36,1680,5105,235/60R16,98 / 6000,2525,4030X1710X1635,5,4X2,FF,5,5,4,CKD,INA,342,126,329,172,66,98,65,40,5,83,13,32
2022,TOYOTA,Raize 1.0T GR TSS CVT Tw o Tone New  2021,998,CVT,G,36,1680,5105,235/60R16,98 / 6000,2525,4030X1710X1635,5,4X2,FF,5,5,4,CKD,INA,272,391,359,156,105,289,55,357,528,173,177,138
2022,TOYOTA,Raize 1.2T G New  2021,998,MT,G,36,1680,5462,235/60R16,98 / 6000,2525,4030X1710X1635,5,4X2,FF,5,5,4,CKD,INA,61,74,14,0,13,36,20,10,18,27,24,21
2022,TOYOTA,Raize 1.2T G CVT New  2021,998,CVT,G,36,1680,5105,235/60R16,98 / 6000,2525,4030X1710X1635,5,4X2,FF,5,5,4,CKD,INA,54,161,113,150,142,432,546,594,317,430,579,434
2022,TOYOTA,New  Rush 1.5 S MT Mi TRD Sportivo,1500,MT,G,45,1200,5857,235/60R16,109 / 6000,2685,4420X1745X1740,5,4X2,FR,0,5,4,CKD,INA,1,0,1,1,0,1,1,0,0,0,0,1
2022,TOYOTA,New  Rush 1.5 S MT Mi TRD Sportivo AT,1500,AT,G,45,1200,5857,235/60R16,109 / 6000,2685,4420X1745X1740,5,4X2,FR,0,5,4,CKD,INA,0,0,1,0,0,0,1,0,0,0,0,0
2022,TOYOTA,New  Rush 1.5 G,1496,MT,G,45,1200,5857,215/65R16,104 / 6000,2685,4435X1695X1705,7,4X2,FR,4,5,4,CKD,INA,161,298,358,153,124,277,417,295,549,168,679,376
2022,TOYOTA,New  Rush   1.5 G A/T,1496,AT,G,45,1200,5857,215/65R16,104 / 6000,2685,4435X1695X1705,7,4X2,FR,4,5,4,CKD,INA,143,218,213,121,123,248,294,253,379,356,481,183
2022,TOYOTA,New  Rush1.5 GR Sport 2021,1496,MT,G,45,1200,5857,215/60R17,104 / 6000,2685,4435X1695X1705,7,4X2,FR,4,5,4,CKD,INA,1745,1941,2245,1647,623,2273,2040,1463,1825,2470,1743,1256
2022,TOYOTA,New  Rush 1.5 GR Sport A/T 2021,1496,AT,G,45,1200,5857,215/60R17,104 / 6000,2685,4435X1695X1705,7,4X2,FR,4,5,4,CKD,INA,1703,1354,1773,1272,479,1910,1526,918,605,2013,1589,1705
2022,TOYOTA,New  Yaris  1.5 G CVT 3 Airbag,1496,AT,G,42,1075,4237,185/60R16,107 / 6000,2550,4145X1730X1500,5,4X2,FF,4,5,4,CKD,INA,0,0,5,1,0,5,0,0,0,0,0,0
2022,TOYOTA,New  Yaris  1.5 TRD CVT 3 Airbag,1496,AT,G,42,1055,4058,195/50R16,107 / 6000,2550,4145X1730X1500,5,4X2,FF,5,5,4,CKD,INA,0,0,0,1,0,0,0,0,0,0,0,0
2022,TOYOTA,New  Yaris  1.5 TRD CVT 7 Airbag,1496,AT,G,42,1075,4237,195/50R16,107 / 6000,2550,4145X1730X1500,5,4X2,FF,4,5,4,CKD,INA,0,0,0,0,0,0,0,0,0,0,1,0
2022,TOYOTA,New  Yaris  1.5 GR Sport 3 Airbag 2021,1496,MT,G,42,1055,4058,195/50R16,107 / 6000,2550,4145X1730X1500,5,4X2,FF,5,5,4,CKD,INA,14,43,51,42,21,43,13,1,0,0,12,7
2022,TOYOTA,New  Yaris  1.5 GR Sport CVT 3 Airbag 2021,1496,AT,G,42,1055,4058,195/50R16,107 / 6000,2550,4145X1730X1500,5,4X2,FF,5,5,4,CKD,INA,264,427,398,290,149,345,69,19,416,417,170,59
2022,TOYOTA,New  Yaris  1.5 GR Sport CVT 7 Airbag 2021,1496,AT,G,42,1075,4237,195/50R16,107 / 6000,2550,4145X1730X1500,5,4X2,FF,4,5,4,CKD,INA,0,13,91,80,33,67,28,0,64,73,32,17
2022,TOYOTA,GR YARIS 1.6,1618,MT,G,42,1075,4237,225/40R18,261 / 6500,2560,"3,995X1,805X1,455",5,4X2,FF,4,5,4,CBU,JAPAN,16,2,5,14,1,0,0,0,0,0,0,0
2022,TOYOTA,C+POD EV,0,AT,EV,0,0,0,0,0,0,0,0,0,0,0,2,4,CBU,Japan,0,0,2,0,0,0,10,0,0,0,0,0
2022,VOLKSWAGEN,Polo 1.2 GT TSI AT,1200,AT,G,0,0,0,0,0,0,0,5,4X2,FF,0,5,4,CBU,India,2,0,6,4,3,5,7,6,3,2,3,5
2022,VOLKSWAGEN,T0Cross  1.0 TSI AT,999,AT,G,50,0,0,205/55 R17,115,2651,"4,221X1,760X1,612",5,4X2,FF,0,5,4,CBU,India,0,0,2,0,0,0,0,5,5,3,3,0
2022,VOLKSWAGEN,Tiguan Allspace 1.4 TSI AT,1400,AT,G,64,1510,3949,25/55/R17,150,2604,4426 x  1809 x  1703,0,4X2,FF,193,5,4,CKD,INA,33,21,54,16,20,24,48,44,15,45,4,15
2022,WULING,Confero S 1.5,1500,MT,G,42,0,5,195/60 R15,107,2720,4493X1691X1715,0,4X2,FR,0,5,4,CKD,INA,771,510,504,410,191,460,404,635,581,873,692,1614
2022,WULING,Confero S 1.5C,1500,MT,G,42,0,5,195/60 R15,107,2720,4530X1691X1730,0,4X2,FR,0,5,4,CKD,INA,172,183,109,161,134,286,86,312,46,65,65,315
2022,WULING,Confero S 1.5L,1500,MT,G,42,0,5,195/60 R15,107,2720,4530X1691X1730,0,4X2,FR,0,5,4,CKD,INA,208,548,114,100,40,30,0,0,0,0,5,0
2022,WULING,Confero S 1.5L ACT,1500,AT,G,42,0,5,195/60 R15,107,2720,4530X1691X1730,0,4X2,FR,0,5,4,CKD,INA,35,57,11,16,49,2,0,0,0,0,50,0
2022,WULING,Cortez  1.5C T MT,1500,MT,G,52,0,4058,205/55 R16,129,2750,4780X1816X1755,0,4X2,FF,0,5,4,CKD,INA,8,0,2,57,48,11,1,22,6,0,2,1
2022,WULING,Cortez  1.5C T CVT,1500,AT,G,52,0,4058,205/55 R16,129,2750,4780X1816X1755,0,4X2,FF,0,5,4,CKD,INA,33,79,22,6,0,0,0,0,0,0,0,0
2022,WULING,Cortez  1.5L T CVT,1500,AT,G,52,0,4058,205/55 R16,129,2750,4780X1816X1755,0,4X2,FF,0,5,4,CKD,INA,62,66,52,24,5,4,2,2,2,3,0,31
2022,WULING,Cortez  1.5S T CVT,1500,AT,G,52,0,4058,205/55 R16,129,2750,4780X1816X1755,0,4X2,FF,0,5,4,CKD,INA,195,122,232,86,57,7,18,19,16,5,13,92
2022,WULING,Cortez  1.5S T MT,1500,MT,G,52,0,4058,205/55 R16,129,2750,4780X1816X1755,0,4X2,FF,0,5,4,CKD,INA,40,15,105,49,10,8,45,48,1,0,2,33
2022,WULING,Cortez  1.5 CE,1500,CVT,G,0,0,0,0,0,0,0,0,0,0,0,5,4,CKD,INA,0,0,115,161,49,81,66,89,34,15,31,63
2022,WULING,Cortez  1.5 EX,1500,CVT,G,0,0,0,0,0,0,0,0,0,0,0,5,4,CKD,INA,0,0,192,133,115,255,210,401,39,59,26,89
2022,WULING,Formo 1.2 BV,1200,MT,G,42,0,5,195/60 R15,107,2720,4530X1691X1730,0,4X2,FR,0,5,4,CKD,INA,41,22,0,11,3,26,6,47,30,7,1,14
2022,WULING,Formo 1.2,1200,MT,G,42,0,5,195/60 R15,107,2720,4530X1691X1730,0,4X2,FR,0,5,4,CKD,INA,282,22,260,183,14,11,10,27,91,26,5,146
2022,WULING,Air EV  Standard Range,0,AT,EV,0,0,0,0,0,0,0,0,4X2,FR,0,3,4,CKD,INA,0,0,0,0,0,0,0,173,562,295,92,72
2022,WULING,Air EV  Long Range,0,AT,EV,0,0,0,0,0,0,0,0,4X2,FR,0,3,4,CKD,INA,0,0,0,0,0,0,0,648,1325,1334,1492,2060
2022,WULING,Almaz  1.5E+ T CVT,1500,AT,G,0,0,0,0,0,0,0,0,4X2,FR,0,5,4,CKD,INA,92,65,123,131,5,4,148,184,88,155,301,8
2022,WULING,Almaz  1.5E T CVT,1500,AT,G,0,0,0,0,0,0,0,0,4X2,FR,0,5,4,CKD,INA,66,14,72,26,0,3,35,44,32,12,20,2
2022,WULING,Almaz  1.5SE T CVT,1500,AT,G,0,0,0,0,0,0,0,0,4X2,FR,0,5,4,CKD,INA,156,85,126,163,6,19,49,17,23,4,1,82
2022,WULING,Almaz  1.5SE T MT,1500,MT,G,0,0,0,0,0,0,0,0,4X2,FR,0,5,4,CKD,INA,74,30,57,91,6,3,7,5,1,0,7,16
2022,WULING,Almaz  RS 1.5T EX,1500,AT,G,0,0,0,0,0,0,0,0,4X2,FR,0,5,4,CKD,INA,82,35,30,61,10,9,66,9,28,34,140,212
2022,WULING,Almaz  RS 1.5T Pro,1500,AT,G,0,0,0,0,0,0,0,0,4X2,FR,0,5,4,CKD,INA,184,155,374,332,73,17,353,139,95,18,84,40
2022,BMW,X3 sDrive20i G01 CKD A/T,1998,AT,G,65,2400,0,245/50 R19 105W,184,2864,4708x1891x1676,0,4X2,FR,0,0,4,CKD,INA,0,0,0,0,0,0,0,0,0,0,0,0
2022,BMW,X3 xDrive20i G01 CKD A/T,1998,AT,G,65,2400,0,245/50 R19 105W,184,2864,4708 x  1891 x  1676,0,4X2,FR,0,0,4,CKD,INA,0,0,40,42,31,6,20,3,1,16,7,23
2022,DFSK,GLORY  580 1.8 M/T COMFORT,1798,MT,G,58,1985,0,226/60R17,139,2780,4680 X 1845 X 1715,7,4X2,FF,0,4,4,CKD,INA,0,0,0,0,0,1,0,0,0,0,0,0
2022,DFSK,GLORY  580 1.8 CVT LUXURY,1798,AT,G,58,1985,0,226/60R17,139,2780,4680 X 1845 X 1715,7,4X2,FF,0,4,4,CKD,INA,0,0,0,0,0,1,0,0,0,0,0,0
2022,DFSK,GLORY  560 1.8 A/T CVT LUXURY,1798,AT,G,50,1985,0,215/60R17,139,2690,4515 X 1815 X 1735,7,4X2,FF,0,4,4,CKD,INA,0,0,0,0,0,0,0,0,0,0,0,0
2022,HONDA,New  CR0V,2000,CVT,G,58,0,0,"18 x  7,5J",155,2660,4586 x  1855 x  1679,0,4X2,FF,0,5,4,CKD,INA,50,4,29,30,0,7,50,10,30,30,48,13
2022,HONDA,HR0V  E,1800,CVT,G,40,0,0,0,0,0,0,5,4X2,FF,0,5,4,CKD,INA,0,0,0,0,0,0,0,0,0,0,0,0
2022,HONDA,HR0V  Prestige,1800,CVT,G,40,0,0,0,0,0,0,5,4X2,FF,0,5,4,CKD,INA,0,0,0,0,0,0,0,0,0,0,2,0
2022,HONDA,Odyssey  Prestige,2354,CVT,G,55,1855,0,17 x  7J,175,2900,4830 x  1820 x  1695,7,4X2,FF,0,5,4,CBU,Japan,5,0,0,0,0,0,0,0,0,0,0,0
2022,HYUNDAI 0 HMID,Kona EV,0,AT,EV,0,2020,0,215/55/R17,0,2600,4180 x  1800 x  1570,5,4X2,0,0,5,4,CBU,South Kore,18,2,0,0,0,0,0,0,0,0,0,0
2022,HYUNDAI 0 HMID,Santa Fe D2.2 8DCT Style,2200,AT,D,67,2550,0,235/60/18,202,2765,4785 x  1900 x  1710,5,4X2,FF,0,5,4,CBU,South Kore,0,0,0,0,0,0,0,0,0,0,0,0
2022,HYUNDAI 0 HMID,Santa Fe D2.2 8DCT Prime,2200,AT,D,67,2550,0,235/60/18,202,2765,4785 x  1900 x  1710,5,4X2,FF,0,5,4,CBU,South Kore,9,6,0,0,0,0,0,0,0,0,0,0
2022,HYUNDAI 0 HMID,Santa Fe D2.2 8DCT Signature,2200,AT,D,67,2550,0,235/60/18,202,2765,4785 x  1900 x  1710,5,4X2,FF,0,5,4,CBU,South Kore,54,46,4,1,0,0,0,0,0,0,0,0
2022,HYUNDAI 0 HMID,Santa Fe G2.5 6AT Style,2500,AT,G,67,2510,0,235/60/18,180,2765,4785 x  1900 x  1710,5,4X2,FF,0,5,4,CBU,South Kore,0,0,0,0,0,0,0,0,0,0,0,0
2022,HYUNDAI 0 HMID,Santa Fe G2.5 6AT Prime,2500,AT,G,67,2510,0,235/60/18,180,2765,4785 x  1900 x  1710,5,4X2,FF,0,5,4,CBU,South Kore,3,2,0,0,0,0,0,0,0,0,0,0
2022,HYUNDAI 0 HMID,Santa Fe G2.5 6AT Signature,2500,AT,G,67,2510,0,235/60/18,180,2765,4785 x  1900 x  1710,5,4X2,FF,0,5,4,CBU,South Kore,11,12,5,1,0,0,0,0,0,0,0,0
2022,HYUNDAI 0 HMID,Santa Fe D2.2 8DCT Style,2200,AT,D,67,2550,0,235/60/18,202,2765,4785 x  1900 x  1710,5,4X2,FF,0,5,4,CBU,South Kore,0,0,0,0,0,0,0,0,0,0,0,0
2022,HYUNDAI 0 HMID,Santa Fe D2.2 8DCT Prime,2200,AT,D,67,2550,0,235/60/18,202,2765,4785 x  1900 x  1710,5,4X2,FF,0,5,4,CBU,South Kore,0,0,0,0,17,3,14,11,21,3,1,0
2022,HYUNDAI 0 HMID,Santa Fe D2.2 8DCT Signature,2200,AT,D,67,2550,0,235/60/18,202,2765,4785 x  1900 x  1710,5,4X2,FF,0,5,4,CBU,South Kore,0,0,0,3,35,8,64,133,92,88,36,18
2022,HYUNDAI 0 HMID,Santa Fe G2.5 6AT Style,2500,AT,G,67,2510,0,235/60/18,180,2765,4785 x  1900 x  1710,5,4X2,FF,0,5,4,CBU,South Kore,0,0,0,0,0,0,0,0,0,0,0,0
2022,HYUNDAI 0 HMID,Santa Fe G2.5 6AT Prime,2500,AT,G,67,2510,0,235/60/18,180,2765,4785 x  1900 x  1710,5,4X2,FF,0,5,4,CBU,South Kore,0,0,0,0,7,13,16,4,3,4,3,0
2022,HYUNDAI 0 HMID,Santa Fe G2.5 6AT Signature,2500,AT,G,67,2510,0,235/60/18,180,2765,4785 x  1900 x  1710,5,4X2,FF,0,5,4,CBU,South Kore,0,0,0,3,37,29,24,29,36,37,60,24
2022,HYUNDAI 0 HMID,Palisade 2.2 CRDi,2200,AT,D,0,0,0,0,0,0,0,0,0,0,0,0,0,CBU,South Kore,101,249,103,406,139,37,155,94,116,48,9,53
2022,HYUNDAI 0 HMID,Staria Signature 7,2200,AT,D,0,0,0,0,0,0,0,7,4X2,FF,0,5,4,CBU,South Kore,25,9,4,14,3,13,9,7,7,1,1,0
2022,HYUNDAI 0 HMID,Staria Signature 9,2200,AT,D,0,0,0,0,0,0,0,9,4X2,FF,0,5,4,CBU,South Kore,33,15,14,10,6,7,11,18,19,9,0,0
2022,ISUZU,MU0X RBD1,2499,AT,D,47,2540,0,0,0,0,0,7,4X2,0,0,5,4,CBU,Thailand,0,0,0,0,0,0,0,6,50,0,0,0
2022,KIA,Grand Sedona,2199,AT,G,80,3050,3195,235/60 R18,270/6400,3060,5115 x  1985 x  1740,11,4X2,FF,6,5,4,CBU,Korea,0,0,0,0,0,0,0,0,0,0,0,0
2022,KIA,Grand Carnival,2151,AT,D,80,0,0,235/60 R18,202/3800,3090,5115 x  1995 x  1750,11,4X2,FF,8,5,4,CBU,Korea,0,0,1,0,0,0,0,0,0,0,0,0
2022,KIA,Grand Carnival,2151,AT,D,80,0,0,235/60 R18,202/3800,3090,5115 x  1995 x  1750,11,4X2,FF,8,5,4,CBU,Korea,0,0,32,80,14,22,38,2,17,22,2,16
2022,LEXUS,NX 300,1998,AT,G,60,0,0,255 / 60 R18,235 / 4000,2660,4630X1845X1630,4,4X2,FR,0,4,4,CBU,Japan,0,0,0,0,0,0,0,0,0,0,0,0
2022,LEXUS,NX 350h,1998,AT,G,60,0,0,255 / 60 R18,235 / 4000,2660,4630X1845X1630,4,4X2,FR,0,4,4,CBU,Japan,0,0,0,0,1,4,5,1,0,1,0,0
2022,LEXUS,NX 250,1998,AT,G,60,0,0,255 / 60 R18,235 / 4000,2660,4630X1845X1630,4,4X2,FR,0,4,4,CBU,Japan,0,0,3,1,0,0,14,1,1,0,0,0
2022,LEXUS,NX 300 F0Sport,1998,AT,G,60,0,0,255 / 60 R18,235 / 4000,2660,4630X1845X1630,4,4X2,FR,0,4,4,CBU,Japan,0,0,0,0,0,0,0,0,0,0,0,0
2022,LEXUS,RX 300 Luxury,1998,AT,G,72,2500,0,0,235 / 4400,2790,4890X1895X1690,4,4X2,FR,0,4,4,CBU,Japan,0,22,36,24,23,5,1,0,2,0,1,0
2022,LEXUS,RX 300 F0Sport,1998,AT,G,72,2500,0,0,235 / 4400,2790,4890X1895X1690,4,4X2,FR,0,4,4,CBU,Japan,0,38,61,31,44,9,0,0,0,0,0,0
2022,LEXUS,UX 200 Luxury,1998,AT,G,72,2500,0,0,235 / 4400,2790,4890X1895X1690,4,4X2,FR,0,4,4,CBU,Japan,0,0,0,0,0,0,0,0,0,2,0,0
2022,LEXUS,UX 200 F0Sport,1998,AT,G,72,2500,0,0,235 / 4400,2790,4890X1895X1690,4,4X2,FR,0,4,4,CBU,Japan,0,0,0,0,0,0,0,0,0,0,2,1
2022,LEXUS,UX 250h,1998,AT,HYBRID,72,2500,0,0,235 / 4400,2790,4890X1895X1690,4,4X2,FR,0,4,4,CBU,Japan,0,0,0,0,1,0,0,0,10,4,3,0
2022,LEXUS,UX 300e,0,AT,EV,0,0,0,0,0,0,0,4,4X2,FR,0,4,4,CBU,Japan,0,0,1,1,2,0,0,4,0,5,29,85
2022,MAZDA,New  CX03 Pro,1998,AT,G,48,0,0,215/50R18,149,2570,4275 x  1765 x  1535,5,4X2,FF,0,5,4,CBU,Japan,2,0,0,9,2,8,1,0,1,0,0,0
2022,MAZDA,New  CX03 Sport,1998,AT,G,48,0,0,215/50R18,149,2570,4275 x  1765 x  1535,5,4X2,FF,0,5,4,CBU,Japan,48,6,1,171,62,155,8,8,44,48,45,230
2022,MAZDA,New  CX05 GT,2488,AT,G,56,0,4325,225/55R19,187,2700,4540 x  1840 x  1710,5,4X2,FF,0,5,4,CBU,Malaysia,140,9,0,0,0,2,1,0,0,0,0,0
2022,MAZDA,New  CX05 Elite,2488,AT,G,56,0,0,225/55R19,190,2700,4550 x  1840 x  1680,5,4X2,FF,0,5,4,CBU,Japan,0,0,17,260,164,35,120,105,138,277,290,96
2022,MAZDA,CX030 Touring,1998,AT,G,51,0,0,215/55R18,155,2655,4395 x  1795 x  1540,5,4X2,FF,0,5,4,CBU,Japan,0,0,0,0,0,0,0,0,0,0,0,0
2022,MAZDA,CX030 GT,1998,AT,G,51,0,0,215/55R18,155,2655,4395 x  1795 x  1540,5,4X2,FF,0,5,4,CBU,Japan,1,0,1,43,0,61,35,43,18,10,0,1
2022,MAZDA,CX08 Elite,2488,AT,G,72,0,0,255/50R20,231,2930,5075 x  1969 x  1747,7,4X2,FF,0,5,4,CBU,Malaysia,0,0,40,46,9,5,0,0,0,0,0,0
2022,MAZDA,New  CX08 Elite,2488,AT,G,72,0,0,225/55R19,190,2930,4900 x  1840 x  1730,6,4X2,FF,0,5,4,CBU,Malaysia,0,0,0,0,0,0,65,26,6,19,1,4
2022,MAZDA,New  CX09,2488,AT,G,72,0,0,255/50R20,231,2930,5075 x  1969 x  1747,7,4X2,FF,0,5,4,CBU,Japan,3,0,10,34,1,1,15,3,5,12,22,11
2022,MAZDA,All New  Mazda 3 Hatchback,1998,AT,G,51,0,0,215/45R18,155,2725,"4,460 x  1,795 x  1,435",5,4X2,FF,0,5,4,CBU,Japan,3,2,1,32,3,8,3,21,0,17,2,20
2022,MAZDA,Mazda 6 Estate Elite,2488,AT,G,62,0,0,225/45R19,192,2750,"4,800 x  1,840 x  1,480",5,4X2,FF,0,5,4,CBU,Japan,0,0,0,0,0,0,0,0,0,0,0,0
