Tahun,BRAND,TYPE MODEL,CC,TRANS,FUEL,"TANK
CAPT","GVW
(Kg)",GEAR RATIO,WHEEL & TYRE SIZE,PS / HP,WHEEL BASE,"DIMENSION
P x L xT",SEATER,DRIVE SYS,,SPEED,DOOR,WHEELS,CBU / CKD,"ORIGIN
COUNTRY",JAN,FEB,MAR,APR,MAY,JUN,JUL
2025,KIA,Sonet Premiere,1500000000000.000,AT,G,55,1705000000000.000,-,215/60 R17,140/6000,2610000000000.000,4315 x 1800 x 1620,5,4X2,FF,7,5,4,CBU,India,30.00,-,-,-,-,-,1.00
2025,KIA,Sonet Premiere,1500000000000.000,MT,G,55,1705000000000.000,-,215/60 R17,140/6000,2610000000000.000,4315 x 1800 x 1620,5,4X2,FF,7,5,4,CBU,India,-,-,-,-,-,-,-
2025,KIA,Carens,1353000000000.000,AT,G,80,2960000000000.000,3195000000000.000,235/60 R18,270/6400,3090000000000.000,5155 x 2000 x 1785,11,4X2,FF,8,5,4,CBU,India,-,-,-,1.00,-,-,-
2025,KIA,Carens,1497000000000.000,AT,G,80,2960000000000.000,3195000000000.000,235/60 R18,202/3800,3090000000000.000,5155 x 2000 x 1785,11,4X2,FF,8,5,4,CBU,India,-,2.00,-,-,-,1.00,2.00
2025,LEXUS,LBX Luxury 15 Cvt Hev,1490000000000.000,CVT,HYBRID,-,1755000000000.000,-,225 / 55 R18,-,2580000000000.000,4190X1825X1550,5,4X2,FR,-,4,4,CBU,Japan,1.00,3.00,4.00,8.00,3.00,3.00,-
2025,LEXUS,"LBX Sport 1,5 Cvt HEV",1490000000000.000,CVT,HYBRID,-,1755000000000.000,-,225 / 55 R18,-,2580000000000.000,4190X1825X1550,5,4X2,FR,-,4,4,CBU,Japan,-,2.00,-,-,2.00,1.00,1.00
2025,MAZDA,Mazda 2 GT AT,1498000000000.000,AT,G,43,-,4147000000000.000,195/45R16,103,2490000000000.000,3913 x 1695 x 1475,5,4X2,FF,-,5,4,CBU,Thailand,-,-,-,-,-,-,-
2025,MAZDA,CX-3 Kuro,1496000000000.000,AT,G,48,-,-,215/50R18,111,2570000000000.000,4275 x 1765 x 1535,5,4X2,FF,-,5,4,CBU,Thailand,-,-,-,-,-,-,16.00
2025,MAZDA,MX-3 BEV,-,AT,BEV,-,-,-,215/55R18,145,2655000000000.000,4395 x 1795 x 1555,5,4X2,FF,-,5,4,CBU,Japan,2.00,-,1.00,-,1.00,-,1.00
2025,MAXUS,MIFA 7,-,AT,BEV,-,-,-,-,-,-,-,-,4X2,-,-,-,4,-,China,6.00,2.00,11.00,1.00,1.00,-,3.00
2025,MAXUS,MIFA 9,-,AT,BEV,-,-,-,-,-,-,-,-,4X2,-,-,-,4,-,China,17.00,6.00,10.00,2.00,3.00,1.00,2.00
2025,MAXUS,MIFA 7 Lombardi,-,AT,BEV,-,-,-,-,-,-,-,-,4X2,-,-,-,4,-,China,-,-,-,-,-,-,-
2025,MAXUS,MIFA 9 Lombardi,-,AT,BEV,-,-,-,-,-,-,-,-,4X2,-,-,-,4,-,China,-,-,-,-,-,-,1.00
2025,MORRIS GARAGE,ZS Ignite 15L CVT,1498000000000.000,AT,G,48,1258000000000.000,-,215/60 R16,114,2585000000000.000,4323 x 1809 x 1653,5,4X2,FF,4,5,4,CBU,Thailand,-,-,-,-,-,-,1.00
2025,MORRIS GARAGE,ZS Magnify 15L CVT,1498000000000.000,AT,G,48,1258000000000.000,-,215/55 R17,114,2585000000000.000,4323 x 1809 x 1653,5,4X2,FF,4,5,4,CBU,Thailand,3.00,1.00,1.00,-,3.00,1.00,16.00
2025,MORRIS GARAGE,New HS i0Smart Magnify,1490000000000.000,AT,G,55,1510000000000.000,-,235/50 R18,162,2720000000000.000,4574 x 1876 x 1664,5,4X2,FF,7,5,4,CBU,Thailand,-,-,1.00,-,-,-,1.00
2025,MORRIS GARAGE,4 EV Magnify CKD,-,AT,BEV,-,-,-,215/50 R17,125,2705000000000.000,4278 x 1836 x 1516,5,4X2,RR,-,5,4,CKD,INA,95.00,189.00,137.00,102.00,31.00,7.00,66.00
2025,MORRIS GARAGE,4 EV Magnify Max CKD,-,AT,BEV,-,-,-,215/50 R17,125,2705000000000.000,4278 x 1836 x 1516,5,4X2,RR,-,5,4,CKD,INA,-,-,-,-,-,-,39.00
2025,MORRIS GARAGE,ZS EV Magnify,-,AT,BEV,-,-,-,215/55 R17,130,2585000000000.000,4323 x 1809 x 1649,5,4X2,FR,-,5,4,CKD,INA,33.00,26.00,26.00,8.00,32.00,48.00,11.00
2025,MORRIS GARAGE,4 EV Ignite CKD,-,AT,BEV,-,-,-,215/50 R17,125,2705000000000.000,4278 x 1836 x 1516,5,4X2,RR,-,5,4,CKD,INA,-,-,-,-,50.00,87.00,-
2025,MORRIS GARAGE,ZS EV Ignite,-,AT,BEV,-,-,-,215/55 R17,130,2585000000000.000,4323 x 1809 x 1649,5,4X2,FR,-,5,4,CKD,INA,-,-,-,-,17.00,-,-
2025,MORRIS GARAGE,VS HEV Magnify,1498000000000.000,AT,HYBRID,48,1450000000000.000,-,215/55 R17,109,2585000000000.000,4370 x 1809 x 1653,5,4X2,FR,-,5,4,CBU,Thailand,3.00,4.00,2.00,1.00,-,-,7.00
2025,MORRIS GARAGE,EP,-,AT,BEV,-,1102000000000.000,-,205/60 R16,163,2665000000000.000,4544x1818x1543,5,4X2,FF,-,5,4,CBU,Thailand,-,-,-,-,-,-,-
2025,MINI,Cooper Hatch A/T,1499000000000.000,AT,G,40,1595000000000.000,-,205/45 R17 88W,-,2495000000000.000,3821 x 1727 x 1414,-,4X2,FR,-,-,4,CBU,UK,-,-,-,-,-,-,-
2025,MINI,Cooper 5 Door A/T,1499000000000.000,AT,G,40,1710000000000.000,-,205/45 R17 88W,-,2567000000000.000,3982 x 1727 x 1425,-,4X2,FR,-,-,4,CBU,UK,1.00,-,1.00,-,-,-,-
2025,MINI,Cooper Countryman F60 CKD A/T,1499000000000.000,AT,G,61,1985000000000.000,-,225/50 R18 95W,136,2670000000000.000,4299 x 1822 x 1557,-,4X2,FF,-,-,4,CKD,INA,-,4.00,-,-,-,-,-
2025,MINI,Cooper SE Hatch A/T,-,AT,BEV,-,1775000000000.000,-,205/45 R17 88W,-,2495000000000.000,3850 x 1727 x 1432,-,4X2,FF,-,-,4,CBU,UK,1.00,17.00,-,-,-,1.00,-
2025,MINI,Cooper SE A/T,-,AT,BEV,-,1605000000000.000,-,5/60 R16 93 H XL;205/50 R17 93 H X,218,2526000000000.000,3858 x 1756 x 1460,4,4X2,FF,-,3,4,CBU,China,2.00,9.00,-,4.00,-,2.00,4.00
2025,MINI,Cbu Aceman Se At 82Gc,-,AT,BEV,-,1710000000000.000,-,5/55 R17 95 H XL;205/55 R17 95 H X,218,2606000000000.000,4079 x 1754 x 1514,5,4X2,FF,-,5,4,CBU,China,-,6.00,8.00,1.00,2.00,2.00,-
2025,MITSUBISHI MOTORS,Xpander 15L ULTIMATE (4X2) CVT,1499000000000.000,CVT,G,45,1840000000000.000,4375000000000.000,205/55 R17,104,2775000000000.000,4595 X 1750 X 1750,7,4X2,FF,-,4,4,CKD,INA,"1,224,000,000,000.00","1,092,000,000,000.00",948.00,618.00,960.00,812.00,625.00
2025,MITSUBISHI MOTORS,Xpander 15L ULTIMATE0L (4X2) MT,1499000000000.000,MT,G,45,1840000000000.000,4375000000000.000,205/55 R17,104,2775000000000.000,4595 X 1750 X 1750,7,4X2,FF,-,4,4,CKD,INA,73.00,57.00,79.00,48.00,47.00,36.00,38.00
2025,MITSUBISHI MOTORS,Xpander 15L EXCEED (4X2) CVT,1499000000000.000,CVT,G,45,1840000000000.000,4375000000000.000,195/65 R16,104,2775000000000.000,4595 X 1750 X 1750,7,4X2,FF,-,4,4,CKD,INA,202.00,230.00,173.00,31.00,172.00,338.00,300.00
2025,MITSUBISHI MOTORS,Xpander 15L EXCEED (4X2) M/T,1499000000000.000,AT,G,45,1840000000000.000,4375000000000.000,195/65 R16,104,2775000000000.000,4595 X 1750 X 1750,7,4X2,FF,-,4,4,CKD,INA,120.00,138.00,137.00,67.00,82.00,222.00,119.00
2025,MITSUBISHI MOTORS,Xpander 15L GLS (4X2) CVT,1499000000000.000,CVT,G,45,1840000000000.000,4375000000000.000,195/65 R16,104,2775000000000.000,4595 X 1750 X 1730,7,4X2,FF,-,4,4,CKD,INA,-,2.00,-,-,26.00,16.00,55.00
2025,MITSUBISHI MOTORS,Xpander 15L GLS (4X2) M/T,1499000000000.000,AT,G,45,1840000000000.000,4375000000000.000,195/65 R16,104,2775000000000.000,4595 X 1750 X 1730,7,4X2,FF,-,4,4,CKD,INA,75.00,132.00,16.00,-,9.00,5.00,144.00
2025,MITSUBISHI MOTORS,Xpander Cross 15L PREMIUM (4X2) CVT,1499000000000.000,CVT,G,45,1840000000000.000,4375000000000.000,205/55 R17,105,2775000000000.000,4500 X 1800 X 1750,7,4X2,FF,-,4,4,CKD,INA,785.00,753.00,755.00,527.00,572.00,755.00,608.00
2025,MITSUBISHI MOTORS,Xpander Cross 15L (4X2) CVT,1499000000000.000,CVT,G,45,1840000000000.000,4375000000000.000,205/55 R17,105,2775000000000.000,4500 X 1800 X 1750,7,4X2,FF,-,4,4,CKD,INA,-,-,-,-,-,-,-
2025,MITSUBISHI MOTORS,Xpander Cross 15L (4X2) M/T,1499000000000.000,AT,G,45,1840000000000.000,4375000000000.000,205/55 R17,105,2775000000000.000,4500 X 1800 X 1750,7,4X2,FF,-,4,4,CKD,INA,201.00,136.00,181.00,79.00,91.00,106.00,110.00
2025,MITSUBISHI MOTORS,Destinator 15L Ultimate Premium (4X2) A/T,1499000000000.000,CVT,G,45,2090000000000.000,6386000000000.000,225/55 R18,120,2815000000000.000,4680 X 1840 X 1780,7,4X2,FF,-,4,4,CKD,INA,-,-,-,-,-,-,96.00
2025,MITSUBISHI MOTORS,Destinator 15L Ultimate (4X2) A/T,1499000000000.000,CVT,G,45,2090000000000.000,6386000000000.000,225/55 R18,120,2815000000000.000,4680 X 1840 X 1780,7,4X2,FF,-,4,4,CKD,INA,-,-,-,-,-,-,218.00
2025,MITSUBISHI MOTORS,Destinator 15L Gls (4X2) A/T,1499000000000.000,CVT,G,45,2090000000000.000,6386000000000.000,225/55 R18,120,2815000000000.000,4680 X 1840 X 1780,7,4X2,FF,-,4,4,CKD,INA,-,-,-,-,-,-,22.00
2025,MITSUBISHI MOTORS,Destinator 15L Exceed (4X2) A/T,1499000000000.000,CVT,G,45,2090000000000.000,6386000000000.000,225/55 R18,120,2815000000000.000,4680 X 1840 X 1780,7,4X2,FF,-,4,4,CKD,INA,-,-,-,-,-,-,22.00
2025,MITSUBISHI MOTORS,Xforce Ultimate DS,1499000000000.000,CVT,G,42,1730000000000.000,5698000000000.000,225/50R18,103,2650000000000.000,4390 x 1810 x 1660,5,4X2,FF,-,4,4,CKD,INA,112.00,200.00,179.00,255.00,203.00,201.00,149.00
2025,MITSUBISHI MOTORS,Xforce Ultimate 15L 4X2 A/T,1499000000000.000,AT,G,42,1730000000000.000,5698000000000.000,225/50/R18,105,2650000000000.000,4390x1810x1660,5,4X2,FF,-,4,4,CKD,INA,238.00,254.00,51.00,2.00,-,-,2.00
2025,MITSUBISHI MOTORS,Xforce Exceed 15L 4X2 A/T,1499000000000.000,AT,G,42,1730000000000.000,5698000000000.000,225/50/R18,105,2650000000000.000,4390x1810x1660,5,4X2,FF,-,4,4,CKD,INA,23.00,68.00,230.00,-,-,-,3.00
2025,MITSUBISHI MOTORS,L100 EV,-,-,BEV,-,1660000000000.000,-,145 R12 8PP,-,-,3395 x 1475 x 1915,2,4X2,FF,-,3,4,CKD,INA,-,1.00,1.00,28.00,-,3.00,2.00
2025,MERCEDES-BENZ PC,EQB 250,-,AT,BEV,-,-,-,-,-,-,-,5,4X2,FR,-,5,4,CBU,-,-,-,1.00,-,1.00,2.00,2.00
2025,MERCEDES-BENZ PC,GLA 200 Progressive Line ( H247),1332000000000.000,AT,G,43,1885000000000.000,7,225/45 R18,163,2729000000000.000,"4,419 x 1,992 x 1,440",5,4X2,FF,-,5,4,CBU,-,-,-,-,-,-,-,-
2025,MERCEDES-BENZ PC,GLB 200 Progressive Line ( X247),1332000000000.000,AT,G,43,1885000000000.000,7,225/45 R18,163,2729000000000.000,"4,419 x 1,992 x 1,440",5,4X2,FF,-,5,4,CBU,-,1.00,2.00,-,-,-,3.00,4.00
2025,NISSAN,Livina VL,1498000000000.000,AT,G,-,-,-,-,-,-,-,-,4X2,-,-,-,-,CKD,INA,6.00,21.00,28.00,27.00,15.00,16.00,13.00
2025,NISSAN,All New Serena Highway Star e0Power,1422000000000.000,AT,G,60,1965000000000.000,-,195/60/R16,"147 / 5,600",2860000000000.000,"4,770 x 1,735 x 1,865",-,4X2,-,-,5,4,CBU,Japan,6.00,105.00,1.00,72.00,8.00,101.00,110.00
2025,NISSAN,KICKS E-POWER,1200000000000.000,AT,HYBRID,-,-,-,-,-,-,-,-,4X2,-,-,-,-,CBU,Thailand,3.00,1.00,13.00,-,1.00,1.00,1.00
2025,NISSAN,Leaf,-,AT,BEV,-,-,-,-,-,-,-,-,4X2,-,-,-,-,CBU,Japan,-,-,-,-,-,-,-
2025,NISSAN,Magnite Premium Turbo CVT,999,AT,G,-,-,-,-,-,-,"3994 x 1,758 x 1572",5,4X2,-,-,5,4,CBU,Thailand,12.00,19.00,39.00,53.00,31.00,1.00,-
2025,NETA,NETA V II EV,-,AT,BEV,-,2135000000000.000,-,225/60R18,160,2770000000000.000,4619x1860x1628,5,4X2,FF,-,5,4,CKD,INA,57.00,40.00,47.00,42.00,46.00,66.00,30.00
2025,NETA,NETA X EV 500 SUPREME,-,AT,BEV,-,2175000000000.000,-,225/60R18,160,2770000000000.000,4619x1860x1628,5,4X2,FF,-,5,4,CKD,INA,33.00,13.00,8.00,10.00,14.00,18.00,9.00
2025,GWM,ORA 03 400 PRO (4X2) A/T,-,AT,BEV,-,-,-,215/50 R18,143/141,2650000000000.000,"4,235 x 1,825 x 1,596",5,4X2,FF,152,5,4,CBU,China,-,-,-,-,-,10.00,-
2025,SUZUKI,Alpha Hybrid 2Tone Mt,1462000000000.000,AT,HYBRID,45,1730000000000.000,4375000000000.000,195/65 R16,105,2740000000000.000,4450 X 1775 X 1710,7,4X2,FF,-,5,4,CKD,INA,108.00,17.00,121.00,45.00,63.00,46.00,56.00
2025,SUZUKI,Alpha Hybrid 2Tone At,1462000000000.000,AT,HYBRID,45,1730000000000.000,4375000000000.000,195/65 R16,105,2740000000000.000,4450 X 1775 X 1710,7,4X2,FF,-,5,4,CKD,INA,388.00,479.00,489.00,215.00,344.00,305.00,205.00
2025,SUZUKI,Fronx Gl Mt,1462000000000.000,MT,G,37,1480000000000.000,4412000000000.000,195/60 R16,105,2520000000000.000,3995 X 1765 X 15500,5,4X2,FF,-,5,4,CKD,INA,-,-,-,-,-,112.00,38.00
2025,SUZUKI,Fronx Gl At,1462000000000.000,AT,G,37,1480000000000.000,4145000000000.000,195/60 R16,105,2520000000000.000,3995 X 1765 X 15500,5,4X2,FF,-,5,4,CKD,INA,-,-,-,-,-,221.00,112.00
2025,SUZUKI,Fronx Hybrid Gx Mt,1462000000000.000,MT,HYBRID,37,1480000000000.000,4412000000000.000,195/60 R16,105,2520000000000.000,3995 X 1765 X 15500,5,4X2,FF,-,5,4,CKD,INA,-,-,-,-,-,99.00,128.00
2025,SUZUKI,Fronx Hybrid Gx At,1462000000000.000,AT,HYBRID,37,1480000000000.000,3683000000000.000,195/60 R16,105,2520000000000.000,3995 X 1765 X 15500,5,4X2,FF,-,5,4,CKD,INA,-,-,-,-,-,363.00,375.00
2025,SUZUKI,Fronx Hybrid Sgx At,1462000000000.000,AT,HYBRID,37,1480000000000.000,3683000000000.000,195/60 R16,105,2520000000000.000,3995 X 1765 X 15500,5,4X2,FF,-,5,4,CKD,INA,-,-,-,-,-,147.00,328.00
2025,SUZUKI,Fronx Hybrid Sgx 2Tone At,1462000000000.000,AT,HYBRID,37,1480000000000.000,3683000000000.000,195/60 R16,105,2520000000000.000,3995 X 1765 X 15500,5,4X2,FF,-,5,4,CKD,INA,-,-,-,-,-,840.00,"1,216,000,000,000.00"
2025,SUZUKI,S Presso MT,998,MT,G,-,-,-,-,-,-,-,-,4X2,FF,-,-,-,CBU,India,25.00,30.00,44.00,30.00,34.00,29.00,31.00
2025,SUZUKI,S Presso AT,998,AT,G,-,-,-,-,-,-,-,-,4X2,FF,-,-,-,CBU,India,73.00,147.00,89.00,81.00,97.00,94.00,110.00
2025,SUZUKI,All New Ertiga GA,1462000000000.000,MT,G,45,1765000000000.000,4687000000000.000,185/65 R15,92,2740000000000.000,4265 X 1695 X 1685,7,4X2,FF,-,4,4,CKD,INA,3.00,2.00,2.00,5.00,3.00,-,-
2025,SUZUKI,All New Ertiga GL MT,1462000000000.000,MT,G,45,1765000000000.000,4687000000000.000,185/65 R15,92,2740000000000.000,4265 X 1695 X 1685,7,4X2,FF,-,4,4,CKD,INA,-,23.00,62.00,23.00,11.00,17.00,15.00
2025,SUZUKI,All New Ertiga GX MT,1462000000000.000,MT,G,45,1775000000000.000,4687000000000.000,185/65 R15,92,2740000000000.000,4265 X 1695 X 1685,7,4X2,FF,-,4,4,CKD,INA,-,-,-,-,-,-,-
2025,SUZUKI,All New Ertiga GL AT,1462000000000.000,AT,G,45,1775000000000.000,4545000000000.000,185/65 R15,92,2740000000000.000,4265 X 1695 X 1685,7,4X2,FF,-,4,4,CKD,INA,58.00,20.00,40.00,38.00,35.00,19.00,26.00
2025,SUZUKI,All New Ertiga Gx Hybrid Mt,1462000000000.000,AT,HYBRID,45,1855000000000.000,4687000000000.000,185/65 R15,92,2740000000000.000,4265 X 1695 X 1685,7,4X2,FF,-,5,4,CKD,INA,1.00,16.00,42.00,168.00,-,-,-
2025,SUZUKI,All New Ertiga Gx Hybrid At,1462000000000.000,AT,HYBRID,45,1855000000000.000,4687000000000.000,185/65 R15,92,2740000000000.000,4265 X 1695 X 1685,7,4X2,FF,-,5,4,CKD,INA,28.00,45.00,90.00,315.00,-,-,-
2025,SUZUKI,All New Ertiga Cr Hybrid Mt,1462000000000.000,AT,HYBRID,45,1855000000000.000,4687000000000.000,185/65 R15,92,2740000000000.000,4265 X 1695 X 1685,7,4X2,FF,-,5,4,CKD,INA,13.00,5.00,4.00,6.00,-,-,-
2025,SUZUKI,All New Ertiga Cr Hybrid At,1462000000000.000,AT,HYBRID,45,1855000000000.000,4687000000000.000,185/65 R15,92,2740000000000.000,4265 X 1695 X 1685,7,4X2,FF,-,5,4,CKD,INA,11.00,10.00,5.00,49.00,-,-,-
2025,SUZUKI,All New Ertiga Cr Hybrid 2Tone Mt,1462000000000.000,AT,HYBRID,45,1855000000000.000,4687000000000.000,185/65 R15,92,2740000000000.000,4265 X 1695 X 1685,7,4X2,FF,-,5,4,CKD,INA,16.00,8.00,13.00,32.00,-,-,-
2025,SUZUKI,All New Ertiga Cr Hybrid 2Tone At,1462000000000.000,AT,HYBRID,45,1855000000000.000,4687000000000.000,185/65 R15,92,2740000000000.000,4265 X 1695 X 1685,7,4X2,FF,-,5,4,CKD,INA,57.00,41.00,36.00,157.00,-,-,-
2025,SUZUKI,Xl 7 Zeta MT,1462000000000.000,MT,G,45,1720000000000.000,4353000000000.000,195/65 R16,105,2740000000000.000,4450 X 1775 X 1710,7,4X2,FF,-,4,4,CKD,INA,224.00,109.00,178.00,73.00,92.00,101.00,65.00
2025,SUZUKI,Xl 7 Zeta AT,1462000000000.000,AT,G,45,1730000000000.000,4375000000000.000,195/65 R16,105,2740000000000.000,4450 X 1775 X 1710,7,4X2,FF,-,4,4,CKD,INA,302.00,189.00,220.00,85.00,171.00,124.00,111.00
2025,SUZUKI,Xl 7  Beta Hybrid MT,1462000000000.000,MT,HYBRID,45,1730000000000.000,4375000000000.000,195/65 R16,105,2740000000000.000,4450 X 1775 X 1710,7,4X2,FF,-,5,4,CKD,INA,73.00,45.00,99.00,35.00,46.00,46.00,38.00
2025,SUZUKI,Xl 7 Beta Hybrid AT,1462000000000.000,AT,HYBRID,45,1730000000000.000,4375000000000.000,195/65 R16,105,2740000000000.000,4450 X 1775 X 1710,7,4X2,FF,-,5,4,CKD,INA,339.00,240.00,370.00,65.00,108.00,180.00,142.00
2025,SUZUKI,Xl 7 Alpha Hybrid MT,1462000000000.000,MT,HYBRID,45,1730000000000.000,4375000000000.000,195/65 R16,105,2740000000000.000,4450 X 1775 X 1710,7,4X2,FF,-,5,4,CKD,INA,13.00,5.00,19.00,11.00,11.00,11.00,10.00
2025,SUZUKI,Xl 7 Alpha Hybrid AT,1462000000000.000,AT,HYBRID,45,1730000000000.000,4375000000000.000,195/65 R16,105,2740000000000.000,4450 X 1775 X 1710,7,4X2,FF,-,5,4,CKD,INA,94.00,21.00,104.00,33.00,40.00,56.00,42.00
2025,SUZUKI,New Baleno AT,1490000000000.000,AT,G,-,1650000000000.000,-,195/55 R15,110,2480000000000.000,4350 X 1690 X 1545,5,4X2,FF,-,4,4,CBU,India,601.00,526.00,411.00,418.00,-,-,-
2025,SUZUKI,APV GE,1495000000000.000,MT,G,46,1950000000000.000,4300000000000.000,185/80 R14,105,2625000000000.000,4225 X 1655 X 1855,8,4X2,FR,-,5,4,CKD,INA,29.00,53.00,79.00,70.00,51.00,67.00,70.00
2025,SUZUKI,APV GL,1495000000000.000,MT,G,46,1950000000000.000,4300000000000.000,185/80 R14,105,2625000000000.000,4225 X 1655 X 1855,8,4X2,FR,-,5,4,CKD,INA,15.00,27.00,20.00,50.00,41.00,49.00,46.00
2025,SUZUKI,APV GX,1495000000000.000,MT,G,46,1950000000000.000,4300000000000.000,195/65 R15,105,2625000000000.000,4225 X 1655 X 1855,8,4X2,FR,-,5,4,CKD,INA,20.00,47.00,20.00,23.00,66.00,55.00,51.00
2025,SUZUKI,APV SGX,1495000000000.000,MT,G,46,1950000000000.000,4300000000000.000,195/65 R15,105,2625000000000.000,4225 X 1655 X 1855,7,4X2,FR,-,5,4,CKD,INA,2.00,9.00,4.00,4.00,12.00,38.00,8.00
2025,SUZUKI,Grand Vitara GL AT,1462000000000.000,AT,G,42,2085000000000.000,4875000000000.000,175/70 R13,79,1970000000000.000,3875 X 1570 X 1915,3,4X2,FR,-,2,4,CBU,India,-,-,-,-,-,-,-
2025,SUZUKI,Grand Vitara GX AT,1462000000000.000,AT,G,42,2085000000000.000,4875000000000.000,175/70 R13,79,1970000000000.000,3875 X 1570 X 1915,3,4X2,FR,-,2,4,CBU,India,116.00,125.00,68.00,83.00,69.00,33.00,36.00
2025,SUZUKI,Grand Vitara 2TONE GX AT,1462000000000.000,AT,G,42,2085000000000.000,4875000000000.000,175/70 R13,79,1970000000000.000,3875 X 1570 X 1915,3,4X2,FR,-,2,4,CBU,India,135.00,121.00,109.00,93.00,130.00,130.00,121.00
2025,TOYOTA,All New Agya 12 G M/T FMC 2023,1197000000000.000,MT,G,33,-,4485000000000.000,175/65R14,88 / 6000,-,3830X1665X1505,5,4X2,FF,-,5,4,CKD,INA,"1,458,000,000,000.00",747.00,231.00,218.00,775.00,538.00,437.00
2025,TOYOTA,New Agya 12 Gr Cvt Mi 2025,1197000000000.000,CVT,G,33,-,4485000000000.000,175/65R14,88 / 6000,-,3830X1665X1505,5,4X2,FF,-,5,4,CKD,INA,-,-,4.00,3.00,-,1.00,4.00
2025,TOYOTA,All New Agya 12 Gr-S Cvt Fmc 2023,1197000000000.000,CVT,G,33,-,4485000000000.000,175/65R14,88 / 6000,-,3830X1665X1505,5,4X2,FF,-,5,4,CKD,INA,32.00,-,8.00,8.00,6.00,3.00,6.00
2025,TOYOTA,All New Agya 12 Gr-S M/T Fmc 2023,1197000000000.000,MT,G,33,-,4485000000000.000,175/65R14,88 / 6000,-,3830X1665X1505,5,4X2,FF,-,5,4,CKD,INA,-,-,-,-,6.00,1.00,1.00
2025,TOYOTA,Avanza 13 AT Transmover,1298000000000.000,AT,G,45,1085000000000.000,5571000000000.000,185/70R14,92 / 6000,2655000000000.000,4140X1660X1695,7,4X2,FR,4,5,4,CKD,INA,-,97.00,556.00,234.00,163.00,246.00,432.00
2025,TOYOTA,All New Avanza 13 E 2021,1298000000000.000,MT,G,45,1085000000000.000,4875000000000.000,185/65R15,104 / 6000,2655000000000.000,4140X1660X1695,7,4X2,FF,5,5,4,CKD,INA,868.00,696.00,674.00,375.00,599.00,244.00,572.00
2025,TOYOTA,All New Avanza 13 E Cvt 2021,1298000000000.000,AT,G,45,1085000000000.000,4875000000000.000,185/65R15,104 / 6000,2655000000000.000,4140X1660X1695,7,4X2,FF,5,5,4,CKD,INA,342.00,460.00,735.00,366.00,477.00,246.00,429.00
2025,TOYOTA,All New Avanza 15 G 2021,1495000000000.000,MT,G,45,1085000000000.000,4875000000000.000,185/65R15,104 / 6000,2655000000000.000,4140X1660X1695,7,4X2,FF,5,5,4,CKD,INA,388.00,687.00,"1,530,000,000,000.00",737.00,936.00,731.00,639.00
2025,TOYOTA,All New Avanza 15 G CVT 2021,1497000000000.000,AT,G,-,-,-,185/60 R15,107 / 6000,-,4235X1695X1690,7,4X2,FF,5,5,4,CKD,INA,889.00,835.00,"1,574,000,000,000.00",883.00,"1,185,000,000,000.00","1,165,000,000,000.00","1,276,000,000,000.00"
2025,TOYOTA,All New Veloz 15 2021,1497000000000.000,MT,G,-,-,-,185/60 R15,107 / 6000,-,4235X1695X1690,7,4X2,FF,5,5,4,CKD,INA,155.00,254.00,70.00,267.00,185.00,173.00,139.00
2025,TOYOTA,All New Veloz 15 CVT 2021,1497000000000.000,AT,G,-,-,-,185/60 R15,107 / 6000,-,4235X1695X1690,7,4X2,FF,5,5,4,CKD,INA,44.00,48.00,39.00,17.00,40.00,23.00,18.00
2025,TOYOTA,All New Veloz 15 Q Cvt 2021,1497000000000.000,AT,G,-,-,-,185/60 R15,107 / 6000,-,4235X1695X1690,7,4X2,FF,5,5,4,CKD,INA,527.00,704.00,599.00,376.00,855.00,702.00,626.00
2025,TOYOTA,All New Veloz 15 Q Cvt Tss 2021,1497000000000.000,AT,G,-,-,-,185/60 R15,107 / 6000,-,4235X1695X1690,7,4X2,FF,5,5,4,CKD,INA,139.00,121.00,85.00,73.00,112.00,159.00,91.00
2025,TOYOTA,RAIZE 10T G One Tone New 2021,998,MT,G,36,1680000000000.000,5462000000000.000,235/60R16,98 / 6000,2525000000000.000,4030X1710X1635,5,4X2,FF,5,5,4,CKD,INA,51.00,101.00,11.00,44.00,22.00,29.00,22.00
2025,TOYOTA,RAIZE 10T G CVT One Tone New 2021,998,CVT,G,36,1680000000000.000,5462000000000.000,235/60R16,98 / 6000,2525000000000.000,4030X1710X1635,5,4X2,FF,5,5,4,CKD,INA,125.00,121.00,82.00,90.00,143.00,21.00,63.00
2025,TOYOTA,RAIZE 10T G CVT Two Tone New 2021,998,CVT,G,36,1680000000000.000,5105000000000.000,235/60R16,98 / 6000,2525000000000.000,4030X1710X1635,5,4X2,FF,5,5,4,CKD,INA,-,-,-,-,-,-,-
2025,TOYOTA,RAIZE 10T GR CVT One Tone New 2021,998,CVT,G,36,1680000000000.000,5105000000000.000,235/60R16,98 / 6000,2525000000000.000,4030X1710X1635,5,4X2,FF,5,5,4,CKD,INA,231.00,198.00,147.00,137.00,258.00,63.00,132.00
2025,TOYOTA,RAIZE 10T GR CVT Two Tone New 2021,998,CVT,G,36,1680000000000.000,5105000000000.000,235/60R16,98 / 6000,2525000000000.000,4030X1710X1635,5,4X2,FF,5,5,4,CKD,INA,237.00,293.00,223.00,64.00,238.00,159.00,102.00
