Tahun,BRAND,TYPE MODEL,CC,TRANS,FUEL,"TANK
CAPT","GVW
(Kg)",GEAR RATIO,WHEEL & TYRE SIZE,PS / HP,WHEEL BASE,"DIMENSION
P x L xT",SEATER,DRIVE SYS.,,SPEED,DOOR,WHEELS,"CBU
/ CKD","ORIGIN
COUNTRY",JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC
2023,MORRIS GARAGE,4 EV Ignite,-,AT,BEV,-,-,-,215/50 R17,125,"2,705",4278 x 1836 x 1516,5,4X2,FR,-,5,4,CBU,China,-,-,-,-,-,-,8,5,3,1,10,-
2023,MORRIS GARAGE,4 EV Ignite,-,AT,BEV,-,-,-,215/50 R17,125,"2,705",4278 x 1836 x 1516,5,4X2,FR,-,5,4,CBU,China,-,-,-,-,-,-,28,11,22,3,7,1
2023,MINI,Cooper 5 Door A/T,"1,499",AT,G,40,"1,710",-,205/45 R17 88W,-,"2,567",3982 x 1727 x 1425,-,4X2,FR,-,-,4,CBU,UK,-,-,-,-,-,-,-,1,2,1,-,1
2023,MINI,Cooper Clubman A/T,"1,499",AT,G,48,"1,890",-,225/45 R17 94Y,136,"2,670",4266 x 1800 x 1441,-,4X2,FR,-,4,4,CBU,UK,-,-,-,-,-,-,-,-,3,1,1,-
2023,MINI,Cooper Countryman F60 CKD A/T,"1,499",AT,G,61,"1,985",-,225/50 R18 95W,136,"2,670",4299 x 1822 x 1557,-,4X2,FR,-,-,4,CKD,INA,-,-,-,-,-,-,-,-,-,-,-,-
2023,MINI,Cooper Countryman F60 CKD A/T,"1,499",AT,G,61,"1,985",-,225/50 R18 95W,136,"2,670",4299 x 1822 x 1557,-,4X2,FF,-,-,4,CKD,INA,-,-,-,5,-,4,2,17,10,1,3,6
2023,MINI,Cooper SE Hatch A/T,-,AT,BEV,-,"1,775",-,205/45 R17 88W,-,"2,495",3850 x 1727 x 1432,-,4X2,FF,-,-,4,CBU,UK,-,-,17,6,14,2,23,20,27,10,16,50
2023,MITSUBISHI MOTORS,Eclipse Cross,"1,499",AT,G,63,"2,100",-,225/55 R18,150,"2,670",4405 X 1805 X 1674,5,4X2,FF,-,4,4,CBU,Japan,-,-,-,-,-,-,-,-,-,-,-,-
2023,MITSUBISHI MOTORS,Xpander 1.5L ULTIMATE (4X2) CVT,"1,499",CVT,G,45,"1,840","4,375",205/55 R17,104,"2,775",4595 X 1750 X 1750,7,4X2,FF,-,4,4,CKD,INA,"1,521","1,018","1,216","1,018",885,981,739,970,933,976,950,961
2023,MITSUBISHI MOTORS,Xpander 1.5L SPORT  (4X2) CVT,"1,499",CVT,G,45,"1,840","4,375",195/65 R16,104,"2,775",4595 X 1750 X 1750,7,4X2,FF,-,4,4,CKD,INA,31,33,54,18,21,33,21,27,7,16,6,7
2023,MITSUBISHI MOTORS,Xpander 1.5L SPORT  (4X2) M/T,"1,499",AT,G,45,"1,840","4,375",195/65 R16,104,"2,775",4595 X 1750 X 1750,7,4X2,FF,-,4,4,CKD,INA,157,130,30,17,14,66,65,28,25,35,19,32
2023,MITSUBISHI MOTORS,Xpander 1.5L EXCEED (4X2) CVT,"1,499",CVT,G,45,"1,840","4,375",195/65 R16,104,"2,775",4595 X 1750 X 1750,7,4X2,FF,-,4,4,CKD,INA,202,281,381,241,286,285,284,306,339,290,627,366
2023,MITSUBISHI MOTORS,Xpander 1.5L EXCEED (4X2) M/T,"1,499",AT,G,45,"1,840","4,375",195/65 R16,104,"2,775",4595 X 1750 X 1750,7,4X2,FF,-,4,4,CKD,INA,210,154,183,214,149,211,179,142,133,183,267,299
2023,MITSUBISHI MOTORS,Xpander 1.5L GLS (4X2) CVT,"1,499",CVT,G,45,"1,840","4,375",195/65 R16,104,"2,775",4595 X 1750 X 1730,7,4X2,FF,-,4,4,CKD,INA,125,155,191,110,68,55,43,65,54,48,33,29
2023,MITSUBISHI MOTORS,Xpander 1.5L GLS (4X2) M/T,"1,499",AT,G,45,"1,840","4,375",195/65 R16,104,"2,775",4595 X 1750 X 1730,7,4X2,FF,-,4,4,CKD,INA,166,36,113,190,78,24,101,65,30,87,81,32
2023,MITSUBISHI MOTORS,Xpander Cross 1.5L PREMIUM  (4X2) CVT,"1,499",CVT,G,45,"1,840","4,375",205/55 R17,105,"2,775",4500 X 1800 X 1750,7,4X2,FF,-,4,4,CKD,INA,"1,936","1,486","1,880","1,724","1,092",952,"1,280","1,028","1,089",999,929,"1,099"
2023,MITSUBISHI MOTORS,Xpander Cross 1.5L (4X2) CVT,"1,499",CVT,G,45,"1,840","4,375",205/55 R17,105,"2,775",4500 X 1800 X 1750,7,4X2,FF,-,4,4,CKD,INA,-,-,-,-,-,-,-,-,-,-,-,-
2023,MITSUBISHI MOTORS,Xpander Cross 1.5L (4X2) M/T,"1,499",AT,G,45,"1,840","4,375",205/55 R17,105,"2,775",4500 X 1800 X 1750,7,4X2,FF,-,4,4,CKD,INA,228,289,272,215,183,232,237,210,147,219,172,206
2023,MITSUBISHI MOTORS,Xforce Ultimate 1.5L 4X2 A/T,"1,499",AT,G,42,"1,730","5,698",225/50/R18,105,"2,650",4390x1810x1660,5,4X2,FF,-,4,4,CKD,INA,-,-,-,-,-,-,-,-,-,77,"1,094","1,403"
2023,MITSUBISHI MOTORS,Xforce Exceed 1.5L 4X2 A/T,"1,499",AT,G,42,"1,730","5,698",225/50/R18,105,"2,650",4390x1810x1660,5,4X2,FF,-,4,4,CKD,INA,-,-,-,-,-,-,-,-,-,2,110,37
2023,MERCEDES-BENZ PC,EQA 250,-,AT,BEV,-,-,-,-,-,-,-,5,4X2,FR,-,5,4,CBU,-,-,-,-,-,-,-,-,13,7,5,1,-
2023,MERCEDES-BENZ PC,EQB 250,-,AT,BEV,-,-,-,-,-,-,-,5,4X2,FR,-,5,4,CBU,-,-,-,-,-,-,-,-,12,5,9,2,5
2023,MERCEDES-BENZ PC,GLA 200 Progressive Line ( H247),"1,332",AT,G,43,"1,885",7,225/45 R18,163,"2,729","4,419 x 1,992 x 1,44",5,4X2,FF,-,5,4,CBU,-,-,-,-,-,-,-,-,-,-,-,-,-
2023,MERCEDES-BENZ PC,GLB 200 Progressive Line ( X247),"1,332",AT,G,43,"1,885",7,225/45 R18,163,"2,729","4,419 x 1,992 x 1,44",5,4X2,FF,-,5,4,CBU,-,12,1,4,29,17,21,9,1,2,-,4,4
2023,NISSAN,Livina EL M/T,"1,498",MT,G,-,-,-,-,-,-,-,-,4X2,-,-,-,-,CKD,INA,2,1,2,-,-,-,-,-,-,-,-,-
2023,NISSAN,Livina VE,"1,498",AT,G,-,-,-,-,-,-,-,-,4X2,-,-,-,-,CKD,INA,-,16,5,4,34,7,7,4,-,-,-,-
2023,NISSAN,Livina VL,"1,498",AT,G,-,-,-,-,-,-,-,-,4X2,-,-,-,-,CKD,INA,67,81,103,69,8,26,18,27,28,14,15,30
2023,NISSAN,KICKS E-POWER,"1,200",AT,HYBRID,-,-,-,-,-,-,-,-,4X2,-,-,-,-,CKD,INA,11,16,13,-,37,11,6,9,20,7,8,3
2023,NISSAN,Leaf,-,AT,BEV,-,-,-,-,-,-,-,-,4X2,-,-,-,-,CBU,Japan,4,21,1,9,10,16,2,10,-,-,-,-
2023,NISSAN,Magnite Premium  Turbo CVT,999,AT,G,-,-,-,-,-,-,"3.994 x 1,758 x 1.57",5,4X2,-,-,5,4,CBU,Thailand,-,12,1,26,13,12,37,64,8,29,16,31
2023,NISSAN,Magnite Premium  Turbo MT,999,MT,G,-,-,-,-,-,-,"3.994 x 1,758 x 1.57",5,4X2,-,-,5,4,CBU,Thailand,1,1,7,-,1,1,-,17,-,1,-,-
2023,NISSAN,Magnite Premium  Upper Turbo CVT,999,AT,G,-,-,-,-,-,-,"3.994 x 1,758 x 1.57",5,4X2,-,-,5,4,CBU,Thailand,4,-,-,2,-,-,-,6,-,-,-,-
2023,NISSAN,Magnite Premium  Upper Turbo MT,999,MT,G,-,-,-,-,-,-,"3.994 x 1,758 x 1.57",5,4X2,-,-,5,4,CBU,Thailand,2,1,1,1,-,-,-,8,-,-,-,-
2023,NISSAN,Magnite Premium  Mid Turbo MT,999,MT,G,-,-,-,-,-,-,"3.994 x 1,758 x 1.57",5,4X2,-,-,5,4,CBU,Thailand,-,-,-,-,-,-,-,-,-,-,-,-
2023,NETA,NETA V EV,-,AT,BEV,-,"1,151",-,185/55R16,95,"2,420",4070x1690x1540,5,4X2,FF,-,5,4,CBU,China,-,-,-,-,-,-,-,-,-,-,100,81
2023,PEUGEOT,2008 AT,"1,199",AT,G,43,"1,353",6,215/60/ R17,130,"2,612","4,312 x 1,785 x 1,54",5,4X2,FF,6,5,4,CBU,Malaysia,2,1,2,6,4,-,2,1,3,3,2,1
2023,SUZUKI,Ignis GX MT,"1,197",MT,G,43,"1,430","4,388",185/60 R15,85,"2,360",3715 X 1680 X 1618,5,4X2,FF,-,4,4,CBU,India,28,18,37,89,115,90,12,5,1,1,-,-
2023,SUZUKI,Ignis GX AT,"1,197",AT,G,43,"1,430","4,375",185/60 R15,85,"2,360",3715 X 1680 X 1618,5,4X2,FF,-,4,4,CBU,India,169,48,65,43,38,75,71,68,76,58,73,72
2023,SUZUKI,S-Presso MT,998,MT,G,-,-,-,-,-,-,-,-,4X2,FF,-,-,-,CBU,India,-,205,81,61,68,120,139,146,128,123,12,83
2023,SUZUKI,S-Presso AT,998,AT,G,-,-,-,-,-,-,-,-,4X2,FF,-,-,-,CBU,India,-,27,493,219,85,198,266,251,229,143,223,317
2023,SUZUKI,All  New Ertiga GA,"1,462",MT,G,45,"1,765","4,687",185/65 R15,92,"2,740",4265 X 1695 X 1685,7,4X2,FF,-,4,4,CKD,INA,8,16,19,12,13,9,8,5,5,10,9,3
2023,SUZUKI,All  New Ertiga GL MT,"1,462",MT,G,45,"1,765","4,687",185/65 R15,92,"2,740",4265 X 1695 X 1685,7,4X2,FF,-,4,4,CKD,INA,145,193,240,171,170,124,112,166,102,190,126,159
2023,SUZUKI,All  New Ertiga GX MT,"1,462",MT,G,45,"1,775","4,687",185/65 R15,92,"2,740",4265 X 1695 X 1685,7,4X2,FF,-,4,4,CKD,INA,-,-,-,-,-,-,-,-,-,-,-,-
2023,SUZUKI,All  New Ertiga GL AT,"1,462",AT,G,45,"1,775","4,545",185/65 R15,92,"2,740",4265 X 1695 X 1685,7,4X2,FF,-,4,4,CKD,INA,157,212,161,131,171,89,95,86,92,53,104,144
2023,SUZUKI,All  New Ertiga GX Hybrid,"1,462",MT,HYBRID,45,"1,775","4,687",185/65 R15,92,"2,740",4325 X 1695 X 1685,7,4X2,FF,-,5,4,CKD,INA,188,112,125,136,163,65,55,122,62,70,85,53
2023,SUZUKI,All  New Ertiga GX Hybrid,"1,462",AT,HYBRID,45,"1,855","4,687",185/65 R15,92,"2,740",4265 X 1695 X 1685,7,4X2,FF,-,5,4,CKD,INA,345,176,357,234,209,90,113,155,119,77,301,205
2023,SUZUKI,All  New Ertiga SX Hybrid,"1,462",MT,HYBRID,45,"1,775","4,687",185/65 R15,92,"2,740",4325 X 1695 X 1685,7,4X2,FF,-,5,4,CKD,INA,64,50,68,66,67,22,20,44,25,24,47,13
2023,SUZUKI,All  New Ertiga SS Hybrid,"1,462",AT,HYBRID,45,"1,855","4,687",185/65 R15,92,"2,740",4265 X 1695 X 1685,7,4X2,FF,-,5,4,CKD,INA,188,201,233,169,187,80,57,68,85,88,159,86
2023,SUZUKI,Xl-7 Zeta MT,"1,462",MT,G,45,"1,720","4,353",195/65 R16,105,"2,740",4450 X 1775 X 1710,7,4X2,FF,-,4,4,CKD,INA,67,190,117,3,235,99,144,317,207,188,184,360
2023,SUZUKI,Xl-7 Zeta AT,"1,462",AT,G,45,"1,730","4,375",195/65 R16,105,"2,740",4450 X 1775 X 1710,7,4X2,FF,-,4,4,CKD,INA,63,120,96,1,239,128,282,354,267,220,266,465
2023,SUZUKI,Xl-7 Beta MT,"1,462",MT,G,45,"1,720","4,353",195/65 R16,105,"2,740",4450 X 1775 X 1710,7,4X2,FF,-,4,4,CKD,INA,118,155,121,4,-,-,-,-,-,-,-,-
2023,SUZUKI,Xl-7 Beta AT,"1,462",AT,G,45,"1,730","4,375",195/65 R16,105,"2,740",4450 X 1775 X 1710,7,4X2,FF,-,4,4,CKD,INA,231,376,477,41,-,-,-,-,-,-,-,-
2023,SUZUKI,Xl-7 Alpha MT,"1,462",MT,G,45,"1,720","4,353",195/65 R16,105,"2,740",4450 X 1775 X 1710,7,4X2,FF,-,4,4,CKD,INA,89,168,101,7,-,-,-,-,-,-,-,-
2023,SUZUKI,Xl-7 Alpha AT,"1,462",AT,G,45,"1,730","4,375",195/65 R16,105,"2,740",4450 X 1775 X 1710,7,4X2,FF,-,4,4,CKD,INA,492,483,411,11,17,-,1,-,-,-,-,-
2023,SUZUKI,Xl-7   Beta Hybrid MT,"1,462",MT,HYBRID,45,"1,730","4,375",195/65 R16,105,"2,740",4450 X 1775 X 1710,7,4X2,FF,-,5,4,CKD,INA,-,-,-,-,-,201,51,101,62,100,124,134
2023,SUZUKI,Xl-7 Beta Hybrid AT,"1,462",AT,HYBRID,45,"1,730","4,375",195/65 R16,105,"2,740",4450 X 1775 X 1710,7,4X2,FF,-,5,4,CKD,INA,-,-,-,-,-,346,133,285,240,201,634,445
2023,SUZUKI,Xl-7 Alpha Hybrid MT,"1,462",MT,HYBRID,45,"1,730","4,375",195/65 R16,105,"2,740",4450 X 1775 X 1710,7,4X2,FF,-,5,4,CKD,INA,-,-,-,-,-,168,149,123,131,135,157,108
2023,SUZUKI,Xl-7 Alpha Hybrid AT,"1,462",AT,HYBRID,45,"1,730","4,375",195/65 R16,105,"2,740",4450 X 1775 X 1710,7,4X2,FF,-,5,4,CKD,INA,-,-,-,-,-,835,539,463,474,503,567,489
2023,SUZUKI,New Baleno,"1,490",MT,G,-,"1,650",-,195/55 R15,110,"2,480",4350 X 1690 X 1545,5,4X2,FF,-,4,4,CBU,India,19,15,7,29,65,42,102,67,-,-,-,-
2023,SUZUKI,New Baleno AT,"1,490",AT,G,-,"1,650",-,195/55 R15,110,"2,480",4350 X 1690 X 1545,5,4X2,FF,-,4,4,CBU,India,149,79,319,30,209,238,227,199,324,292,201,211
2023,SUZUKI,New SX4 S-Cros,"1,490",MT,G,48,"1,670",-,205/60 R16,109,"2,600",4300 X 1765 X 1690,5,4X2,FF,-,4,4,CBU,India,-,-,-,-,-,-,-,-,-,-,-,-
2023,SUZUKI,New SX4 S-Cros AT,"1,490",AT,G,48,"1,670",-,205/60 R16,109,"2,600",4300 X 1765 X 1690,5,4X2,FF,-,4,4,CBU,India,71,53,59,18,2,1,-,-,-,-,-,-
2023,SUZUKI,APV-GE,"1,495",MT,G,46,"1,950","4,300",185/80 R14,105,"2,625",4225 X 1655 X 1855,8,4X2,FR,-,5,4,CKD,INA,98,93,70,55,104,195,121,195,135,96,88,62
2023,SUZUKI,APV-GL,"1,495",MT,G,46,"1,950","4,300",185/80 R14,105,"2,625",4225 X 1655 X 1855,8,4X2,FR,-,5,4,CKD,INA,8,68,73,46,55,76,118,115,58,69,91,97
2023,SUZUKI,APV-GX,"1,495",MT,G,46,"1,950","4,300",195/65 R15,105,"2,625",4225 X 1655 X 1855,8,4X2,FR,-,5,4,CKD,INA,54,39,71,35,49,120,140,106,57,85,66,37
2023,SUZUKI,APV SGX,"1,495",MT,G,46,"1,950","4,300",195/65 R15,105,"2,625",4225 X 1655 X 1855,7,4X2,FR,-,5,4,CKD,INA,15,10,34,20,164,37,14,16,7,19,17,7
2023,SUZUKI,Grand Vitara GL AT,"1,462",AT,G,42,"2,085","4,875",175/70 R13,79,"1,970",3875 X 1570 X 1915,3,4X2,FR,-,2,4,CBU,India,-,-,-,-,50,15,-,14,4,9,11,8
2023,SUZUKI,Grand Vitara GX AT,"1,462",AT,G,42,"2,085","4,875",175/70 R13,79,"1,970",3875 X 1570 X 1915,3,4X2,FR,-,2,4,CBU,India,-,-,-,-,102,94,48,90,89,47,56,65
2023,SUZUKI,Grand Vitara 2TONE GX AT,"1,462",AT,G,42,"2,085","4,875",175/70 R13,79,"1,970",3875 X 1570 X 1915,3,4X2,FR,-,2,4,CBU,India,-,-,-,-,298,152,47,107,111,33,75,50
2023,TOYOTA,All  New Agya 1.2 Gr-S MT  Fmc 2023,"1,197",MT,G,33,-,"4,485",175/65R14,88 / 6000,-,3830X1665X1505,5,4X2,FF,-,5,4,CKD,INA,-,-,123,58,104,21,5,1,-,-,-,-
2023,TOYOTA,All  New Agya 1.2 Gr-S Cvt Fmc 2023,"1,197",CVT,G,33,-,"4,485",175/65R14,88 / 6000,-,3830X1665X1505,5,4X2,FF,-,5,4,CKD,INA,-,-,503,257,223,75,41,73,43,28,34,13
2023,TOYOTA,Avanza 1.3 AT  Transmover,"1,298",AT,G,45,"1,085","5,571",185/70R14,92 / 6000,"2,655",4140X1660X1695,7,4X2,FR,4,5,4,CKD,INA,2,301,280,450,2,1,249,"1,205",91,3,148,-
2023,TOYOTA,All  New Avanza 1.3 E 2021,"1,298",MT,G,45,"1,085","4,875",185/65R15,104 / 6000,"2,655",4140X1660X1695,7,4X2,FF,5,5,4,CKD,INA,"1,799","1,398","1,161",736,642,989,"1,353","1,207",818,"1,488","1,197","1,258"
2023,TOYOTA,All  New Avanza 1.3 E Cvt 2021,"1,298",AT,G,45,"1,085","4,875",185/65R15,104 / 6000,"2,655",4140X1660X1695,7,4X2,FF,5,5,4,CKD,INA,951,837,772,453,"1,069",941,789,975,635,820,"1,053",981
2023,TOYOTA,All  New Avanza 1.5 G 2021,"1,495",MT,G,45,"1,085","4,875",185/65R15,104 / 6000,"2,655",4140X1660X1695,7,4X2,FF,5,5,4,CKD,INA,"2,091","1,699","2,027",893,"1,725",814,"1,102","1,187","1,255","1,496","1,699","1,744"
2023,TOYOTA,All  New Avanza 1.5 G CVT  2021,"1,497",AT,G,-,-,-,185/60 R15,107 / 6000,-,4235X1695X1690,7,4X2,FF,5,5,4,CKD,INA,925,"1,328","1,391","1,195","1,830","1,469","1,239","1,701","1,173","1,471","1,810","1,857"
2023,TOYOTA,All  New Avanza 1.5 G CVT  TSS 2021,"1,497",AT,G,-,-,-,185/60 R15,107 / 6000,-,4235X1695X1690,7,4X2,FF,5,5,4,CKD,INA,4,2,10,-,9,25,26,8,3,-,10,3
2023,TOYOTA,All  New Veloz 1.5 2021,"1,497",MT,G,-,-,-,185/60 R15,107 / 6000,-,4235X1695X1690,7,4X2,FF,5,5,4,CKD,INA,924,380,463,192,312,141,150,180,102,287,326,382
2023,TOYOTA,All  New Veloz 1.5 CVT  2021,"1,497",AT,G,-,-,-,185/60 R15,107 / 6000,-,4235X1695X1690,7,4X2,FF,5,5,4,CKD,INA,20,15,95,42,125,204,57,87,47,107,73,84
2023,TOYOTA,All  New Veloz 1.5 Q Cvt 2021,"1,497",AT,G,-,-,-,185/60 R15,107 / 6000,-,4235X1695X1690,7,4X2,FF,5,5,4,CKD,INA,"1,267",659,"1,563","1,189","1,024","1,330",941,771,"1,126",838,"1,067","1,182"
2023,TOYOTA,All  New Veloz 1.5 Q Cvt Tss 2021,"1,497",AT,G,-,-,-,185/60 R15,107 / 6000,-,4235X1695X1690,7,4X2,FF,5,5,4,CKD,INA,344,448,402,278,96,249,283,228,151,155,225,209
2023,TOYOTA,Sienta V 1.5 CVT  Welcab,"1,497",A/T,G,-,-,-,195/50 R16,107 / 6000,-,4235X1695X1690,7,4X2,FR,5,5,4,CKD,INA,1,-,-,-,-,-,-,-,-,-,-,-
2023,TOYOTA,Raize 1.0T  G One Tone New 2021,998,MT,G,36,"1,680","5,462",235/60R16,98 / 6000,"2,525",4030X1710X1635,5,4X2,FF,5,5,4,CKD,INA,155,60,72,12,18,56,98,95,63,49,44,37
2023,TOYOTA,Raize 1.0T  G Two Tone New 2021,998,MT,G,36,"1,680","5,462",235/60R16,98 / 6000,"2,525",4030X1710X1635,5,4X2,FF,5,5,4,CKD,INA,-,-,-,-,-,-,-,-,-,-,-,-
2023,TOYOTA,Raize 1.0T  G CVT  One Tone New 2021,998,CVT,G,36,"1,680","5,105",235/60R16,98 / 6000,"2,525",4030X1710X1635,5,4X2,FF,5,5,4,CKD,INA,118,245,271,119,70,234,290,214,149,113,197,151
2023,TOYOTA,Raize 1.0T  G CVT  Two Tone New 2021,998,CVT,G,36,"1,680","5,105",235/60R16,98 / 6000,"2,525",4030X1710X1635,5,4X2,FF,5,5,4,CKD,INA,8,5,5,4,18,10,23,19,5,4,8,6
2023,TOYOTA,Raize 1.0T  GR CVT  One Tone New 2021,998,CVT,G,36,"1,680","5,105",235/60R16,98 / 6000,"2,525",4030X1710X1635,5,4X2,FF,5,5,4,CKD,INA,243,222,432,129,294,405,360,298,171,222,293,181
2023,TOYOTA,Raize 1.0T  GR CVT  Two Tone New 2021,998,CVT,G,36,"1,680","5,105",235/60R16,98 / 6000,"2,525",4030X1710X1635,5,4X2,FF,5,5,4,CKD,INA,241,604,720,153,200,527,582,462,220,269,288,273
2023,TOYOTA,Raize 1.0T  GR TSS CVT  One Tone New 2021,998,CVT,G,36,"1,680","5,105",235/60R16,98 / 6000,"2,525",4030X1710X1635,5,4X2,FF,5,5,4,CKD,INA,18,10,12,-,23,3,4,26,6,23,1,-
2023,TOYOTA,Raize 1.0T  GR TSS CVT  Two Tone New 2021,998,CVT,G,36,"1,680","5,105",235/60R16,98 / 6000,"2,525",4030X1710X1635,5,4X2,FF,5,5,4,CKD,INA,135,11,70,63,99,195,175,105,46,73,113,51
2023,TOYOTA,Raize 1.2T  G New 2021,998,MT,G,36,"1,680","5,462",235/60R16,98 / 6000,"2,525",4030X1710X1635,5,4X2,FF,5,5,4,CKD,INA,2,30,33,24,18,26,49,82,26,18,19,9
2023,TOYOTA,Raize 1.2T  G CVT  New 2021,998,CVT,G,36,"1,680","5,105",235/60R16,98 / 6000,"2,525",4030X1710X1635,5,4X2,FF,5,5,4,CKD,INA,395,570,730,90,493,115,370,427,407,422,659,389
2023,TOYOTA,New Rush 1.5 S MT  Mi  TRD Sportivo,"1,500",MT,G,45,"1,200","5,857",235/60R16,109 / 6000,"2,685",4420X1745X1740,5,4X2,FR,-,5,4,CKD,INA,-,-,1,-,-,-,-,-,-,-,-,-
2023,TOYOTA,New Rush 1.5 S MT  Mi  TRD Sportivo AT,"1,500",AT,G,45,"1,200","5,857",235/60R16,109 / 6000,"2,685",4420X1745X1740,5,4X2,FR,-,5,4,CKD,INA,-,-,-,-,-,-,-,-,-,-,-,-
2023,TOYOTA,New Rush 1.5 G,"1,496",MT,G,45,"1,200","5,857",215/65R16,104 / 6000,"2,685",4435X1695X1705,7,4X2,FR,4,5,4,CKD,INA,305,507,517,196,134,187,216,277,334,181,440,282
2023,TOYOTA,New Rush   1.5 G AT,"1,496",AT,G,45,"1,200","5,857",215/65R16,104 / 6000,"2,685",4435X1695X1705,7,4X2,FR,4,5,4,CKD,INA,286,218,278,195,204,227,127,245,265,246,393,300
2023,TOYOTA,New Rush1.5 GR Sport 2021,"1,496",MT,G,45,"1,200","5,857",215/60R17,104 / 6000,"2,685",4435X1695X1705,7,4X2,FR,4,5,4,CKD,INA,"2,645","1,827","1,558","1,096","1,510",811,"1,163","1,648","1,332","1,070","1,977","2,075"
2023,TOYOTA,New Rush 1.5 GR Sport AT  2021,"1,496",AT,G,45,"1,200","5,857",215/60R17,104 / 6000,"2,685",4435X1695X1705,7,4X2,FR,4,5,4,CKD,INA,"1,904","1,274","1,585",646,948,511,"1,017",890,"1,094",837,"1,623","1,738"
2023,TOYOTA,New Yaris 1.5 G CVT  3 Airbag,"1,496",AT,G,42,"1,075","4,237",185/60R16,107 / 6000,"2,550",4145X1730X1500,5,4X2,FF,4,5,4,CKD,INA,1,-,-,-,-,-,-,-,-,-,-,-
2023,TOYOTA,New Yaris 1.5 GR Sport 3 Airbag 2021,"1,496",MT,G,42,"1,055","4,058",195/50R16,107 / 6000,"2,550",4145X1730X1500,5,4X2,FF,5,5,4,CKD,INA,15,5,7,4,-,-,-,-,-,-,-,-
2023,TOYOTA,New Yaris 1.5 GR Sport 7 Airbag 2021,"1,496",MT,G,42,"1,075","4,237",195/50R16,107 / 6000,"2,550",4145X1730X1500,5,4X2,FF,4,5,4,CKD,INA,-,-,-,-,-,-,-,-,-,-,-,-
2023,TOYOTA,New Yaris 1.5 GR Sport CVT  3 Airbag 2021,"1,496",AT,G,42,"1,055","4,058",195/50R16,107 / 6000,"2,550",4145X1730X1500,5,4X2,FF,5,5,4,CKD,INA,237,150,166,21,16,-,-,-,-,-,-,-
2023,TOYOTA,New Yaris 1.5 GR Sport CVT  7 Airbag 2021,"1,496",AT,G,42,"1,075","4,237",195/50R16,107 / 6000,"2,550",4145X1730X1500,5,4X2,FF,4,5,4,CKD,INA,36,39,36,12,1,-,-,-,-,-,-,-
2023,TOYOTA,New Yaris 1.5 GR Sport 3 Airbag 2023,"1,496",MT,G,42,"1,055","4,058",195/50R16,107 / 6000,"2,550",4145X1730X1500,5,4X2,FF,5,5,4,CKD,INA,-,-,-,-,1,1,-,-,9,1,3,5
2023,TOYOTA,New Yaris 1.5 GR Sport CVT  3 Airbag 2023,"1,496",AT,G,42,"1,055","4,058",195/50R16,107 / 6000,"2,550",4145X1730X1500,5,4X2,FF,5,5,4,CKD,INA,-,-,-,-,213,104,98,81,55,49,39,22
2023,TOYOTA,New Yaris 1.5 GR Sport CVT  7 Airbag 2023,"1,496",AT,G,42,"1,075","4,237",195/50R16,107 / 6000,"2,550",4145X1730X1500,5,4X2,FF,4,5,4,CKD,INA,-,-,-,-,-,2,3,-,1,-,2,1
2023,TOYOTA,New Yaris Cross 1.5 G,"1,496",MT,G,-,-,-,-,-,-,-,5,4X2,FF,4,5,4,CKD,INA,-,-,-,-,-,13,16,8,37,17,2,-
2023,TOYOTA,New Yaris Cross 1.5 G Cvt,"1,496",AT,G,-,-,-,-,-,-,-,5,4X2,FF,4,5,4,CKD,INA,-,-,-,-,-,155,49,54,70,35,38,37
2023,TOYOTA,New Yaris Cross 1.5 S Cvt Tss,"1,496",AT,G,-,-,-,-,-,-,-,5,4X2,FF,4,5,4,CKD,INA,-,-,-,-,-,123,31,22,73,18,2,6
2023,TOYOTA,New Yaris Cross 1.5 S Gr Cvt Tss,"1,496",AT,G,-,-,-,-,-,-,-,5,4X2,FF,4,5,4,CKD,INA,-,-,-,-,-,944,132,39,77,37,17,12
2023,TOYOTA,New Yaris Cross 1.5 S Hv Gr Cvt Tss,"1,496",AT,HYBRID,-,-,-,-,-,-,-,5,4X2,FF,4,5,4,CKD,INA,-,-,-,-,-,7,735,639,408,198,203,49
2023,TOYOTA,New Yaris Cross 1.5 S Hv Gr Cvt Tss Premium  Color,"1,496",AT,HYBRID,-,-,-,-,-,-,-,5,4X2,FF,4,5,4,CKD,INA,-,-,-,-,-,90,886,885,361,237,232,134
2023,TOYOTA,New Yaris Cross 1.5 S Hv Cvt Tss,"1,496",AT,HYBRID,-,-,-,-,-,-,-,5,4X2,FF,4,5,4,CKD,INA,-,-,-,-,-,-,-,51,61,44,55,2
2023,TOYOTA,New Yaris Cross 1.5 S Hv Cvt Tss Premium  Color,"1,496",AT,HYBRID,-,-,-,-,-,-,-,5,4X2,FF,4,5,4,CKD,INA,-,-,-,-,-,-,-,21,47,61,63,7
2023,TOYOTA,BZ4X EV,-,AT,BEV,-,-,-,-,-,-,-,-,-,-,-,2,4,CBU,Japan,7,57,-,-,47,44,207,89,20,3,2,3
2023,TOYOTA,RAV 4 GR-S,-,AT,BEV,-,-,-,-,-,-,-,-,-,-,-,2,4,CBU,Japan,-,-,-,-,1,-,-,-,-,7,3,-
