Tahun,BRAND,TYPE MODEL,CC,TRANS,FUEL,"TANK
CAPT","GVW
(Kg)",GEARRATIO,WHEEL&TYRESIZE,PS/HP,WHEELBASE,"DIMENSION
PxLxT",SEATER,DRIVESYS,,SPEED,DOOR,WHEELS,"CBU
/CKD","ORIGIN
COUNTRY",JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC
2024,NISSAN,LivinaVL,1498,AT,G,-,-,-,-,-,-,-,-,4X2,-,-,-,-,CKD,INA,30,30,30,20,15,20,6,1,4,1,-,5
2024,NISSAN,AllNewSerenaHighwayStare-Power,1422,AT,G,60,1965,-,195/60/R16,"147/5,600",286,"4,770x1,735x1,86",-,4X2,-,-,5,4,CBU,Japan,-,-,-,-,-,-,3,129,156,117,127,208
2024,NISSAN,KICKSE-POWER,12,AT,HEV,-,-,-,-,-,-,-,-,4X2,-,-,-,-,CKD,INA,10,13,20,10,8,8,3,-,2,-,1,-
2024,NISSAN,Leaf,-,AT,BEV,-,-,-,-,-,-,-,-,4X2,-,-,-,-,CBU,Japan,-,2,2,-,1,-,-,-,-,-,-,5
2024,NISSAN,MagnitePremiumTurboCVT,999,AT,G,-,-,-,-,-,-,"3994x1,758x157",5,4X2,-,-,5,4,CBU,Thailand,-,35,35,12,15,15,10,-,2,-,-,11
2024,NETA,NETAVEV,-,AT,BEV,-,1151,-,185/55R16,95,242,4070x1690x1540,5,4X2,FF,-,5,4,CKD,INA,39,20,10,-,-,-,-,-,-,-,-,-
2024,NETA,NETAV-IIEV,-,AT,BEV,-,2135,-,225/60R18,160,277,4619x1860x1628,5,4X2,FF,-,5,4,CKD,INA,-,-,-,-,13,93,111,75,80,20,31,20
2024,NETA,NETAXEV500SUPREME,-,AT,BEV,-,2175,-,225/60R18,160,277,4619x1860x1628,5,4X2,FF,-,5,4,CKD,INA,-,-,-,-,-,-,-,-,22,15,26,32
2024,PEUGEOT,2008AT,1199,AT,G,43,1353,6,215/60/R17,130,2612,"4,312x1,785x1,54",5,4X2,FF,6,5,4,CBU,Malaysia,5,-,-,1,-,-,-,-,-,-,-,-
2024,SUZUKI,AlphaHybrid2ToneMt,1462,AT,HEV,45,173,4375,195/65R16,105,274,4450X1775X1710,7,4X2,FF,-,5,4,CKD,INA,-,61,91,65,75,52,54,89,72,50,70,139
2024,SUZUKI,AlphaHybrid2ToneAt,1462,AT,HEV,45,173,4375,195/65R16,105,274,4450X1775X1710,7,4X2,FF,-,5,4,CKD,INA,-,229,370,322,309,218,319,363,325,309,362,539
2024,SUZUKI,IgnisGXAT,1197,AT,G,43,143,4375,185/60R15,85,236,3715X1680X1618,5,4X2,FF,-,4,4,CBU,India,70,71,79,75,74,-,-,-,-,-,-,-
2024,SUZUKI,S-PressoMT,998,MT,G,-,-,-,-,-,-,-,-,4X2,FF,-,-,-,CBU,India,14,66,123,81,43,42,54,51,34,53,274,37
2024,SUZUKI,S-PressoAT,998,AT,G,-,-,-,-,-,-,-,-,4X2,FF,-,-,-,CBU,India,267,341,208,192,141,22,142,191,163,143,105,108
2024,SUZUKI,AllNewErtigaGA,1462,MT,G,45,1765,4687,185/65R15,92,274,4265X1695X1685,7,4X2,FF,-,4,4,CKD,INA,2,6,9,6,8,-,2,4,5,6,-,12
2024,SUZUKI,AllNewErtigaGLMT,1462,MT,G,45,1765,4687,185/65R15,92,274,4265X1695X1685,7,4X2,FF,-,4,4,CKD,INA,290,44,141,126,78,100,55,97,73,96,171,124
2024,SUZUKI,AllNewErtigaGLAT,1462,AT,G,45,1775,4545,185/65R15,92,274,4265X1695X1685,7,4X2,FF,-,4,4,CKD,INA,161,32,84,43,84,59,56,71,74,48,87,149
2024,SUZUKI,AllNewErtigaGXHybrid,1462,MT,HEV,45,1775,4687,185/65R15,92,274,4325X1695X1685,7,4X2,FF,-,5,4,CKD,INA,44,-,-,-,-,-,-,-,-,-,-,-
2024,SUZUKI,AllNewErtigaGXHybrid,1462,AT,HEV,45,1855,4687,185/65R15,92,274,4265X1695X1685,7,4X2,FF,-,5,4,CKD,INA,455,309,-,-,-,-,-,-,-,-,-,-
2024,SUZUKI,AllNewErtigaGxHybridMt,1462,AT,HEV,45,1855,4687,185/65R15,92,274,4265X1695X1685,7,4X2,FF,-,5,4,CKD,INA,-,39,121,44,74,54,54,44,40,40,23,206
2024,SUZUKI,AllNewErtigaGxHybridAt,1462,AT,HEV,45,1855,4687,185/65R15,92,274,4265X1695X1685,7,4X2,FF,-,5,4,CKD,INA,-,34,168,141,186,145,94,90,78,101,98,287
2024,SUZUKI,AllNewErtigaCrHybridMt,1462,AT,HEV,45,1855,4687,185/65R15,92,274,4265X1695X1685,7,4X2,FF,-,5,4,CKD,INA,-,1,12,8,9,2,4,5,7,6,10,5
2024,SUZUKI,AllNewErtigaCrHybridAt,1462,AT,HEV,45,1855,4687,185/65R15,92,274,4265X1695X1685,7,4X2,FF,-,5,4,CKD,INA,-,1,46,17,20,20,19,18,19,74,97,22
2024,SUZUKI,AllNewErtigaCrHybrid2ToneMt,1462,AT,HEV,45,1855,4687,185/65R15,92,274,4265X1695X1685,7,4X2,FF,-,5,4,CKD,INA,-,16,39,21,19,13,21,16,17,10,16,34
2024,SUZUKI,AllNewErtigaCrHybrid2ToneAt,1462,AT,HEV,45,1855,4687,185/65R15,92,274,4265X1695X1685,7,4X2,FF,-,5,4,CKD,INA,-,59,124,53,50,47,33,36,39,43,38,53
2024,SUZUKI,Xl-7ZetaMT,1462,MT,G,45,172,4353,195/65R16,105,274,4450X1775X1710,7,4X2,FF,-,4,4,CKD,INA,33,262,289,164,177,186,159,153,123,244,212,251
2024,SUZUKI,Xl-7ZetaAT,1462,AT,G,45,173,4375,195/65R16,105,274,4450X1775X1710,7,4X2,FF,-,4,4,CKD,INA,22,272,245,192,348,178,265,203,226,435,245,375
2024,SUZUKI,Xl-7BetaHybridMT,1462,MT,HEV,45,173,4375,195/65R16,105,274,4450X1775X1710,7,4X2,FF,-,5,4,CKD,INA,6,168,115,84,92,65,84,48,64,48,51,131
2024,SUZUKI,Xl-7BetaHybridAT,1462,AT,HEV,45,173,4375,195/65R16,105,274,4450X1775X1710,7,4X2,FF,-,5,4,CKD,INA,183,222,322,254,283,192,214,192,251,223,231,418
2024,SUZUKI,Xl-7AlphaHybridMT,1462,MT,HEV,45,173,4375,195/65R16,105,274,4450X1775X1710,7,4X2,FF,-,5,4,CKD,INA,189,-,20,11,18,39,10,15,21,14,22,16
2024,SUZUKI,Xl-7AlphaHybridAT,1462,AT,HEV,45,173,4375,195/65R16,105,274,4450X1775X1710,7,4X2,FF,-,5,4,CKD,INA,652,38,52,52,57,37,47,55,61,45,130,104
2024,SUZUKI,NewBalenoAT,149,AT,G,-,165,-,195/55R15,110,248,4350X1690X1545,5,4X2,FF,-,4,4,CBU,India,88,4,466,289,445,318,570,527,449,278,236,2
2024,SUZUKI,APV-GE,1495,MT,G,46,195,43,185/80R14,105,2625,4225X1655X1855,8,4X2,FR,-,5,4,CKD,INA,105,50,84,124,106,76,103,101,77,95,55,54
2024,SUZUKI,APV-GL,1495,MT,G,46,195,43,185/80R14,105,2625,4225X1655X1855,8,4X2,FR,-,5,4,CKD,INA,25,87,38,54,81,60,69,74,53,34,26,27
2024,SUZUKI,APV-GX,1495,MT,G,46,195,43,195/65R15,105,2625,4225X1655X1855,8,4X2,FR,-,5,4,CKD,INA,59,73,110,66,42,46,144,184,73,72,46,37
2024,SUZUKI,APVSGX,1495,MT,G,46,195,43,195/65R15,105,2625,4225X1655X1855,7,4X2,FR,-,5,4,CKD,INA,17,14,16,27,16,27,43,32,51,25,23,7
2024,SUZUKI,GrandVitaraGLAT,1462,AT,G,42,2085,4875,175/70R13,79,197,3875X1570X1915,3,4X2,FR,-,2,4,CBU,India,34,10,-,4,1,-,-,-,-,-,-,-
2024,SUZUKI,GrandVitaraGXAT,1462,AT,G,42,2085,4875,175/70R13,79,197,3875X1570X1915,3,4X2,FR,-,2,4,CBU,India,95,38,64,55,56,59,90,98,123,100,111,133
2024,SUZUKI,GrandVitara2TONEGXAT,1462,AT,G,42,2085,4875,175/70R13,79,197,3875X1570X1915,3,4X2,FR,-,2,4,CBU,India,91,99,122,52,184,80,125,103,111,154,116,158
2024,TOYOTA,AllNewAgya12Gr-SMTFmc2023,1197,MT,G,33,-,4485,175/65R14,88/6000,-,3830X1665X1505,5,4X2,FF,-,5,4,CKD,INA,-,-,-,1,-,-,-,-,-,-,-,-
2024,TOYOTA,AllNewAgya12Gr-SCvtFmc2023,1197,CVT,G,33,-,4485,175/65R14,88/6000,-,3830X1665X1505,5,4X2,FF,-,5,4,CKD,INA,8,12,11,12,13,15,10,29,52,80,30,68
2024,TOYOTA,Avanza13ATTransmover,1298,AT,G,45,1085,5571,185/70R14,92/6000,2655,4140X1660X1695,7,4X2,FR,4,5,4,CKD,INA,-,-,-,-,496,377,347,151,509,656,1004,12
2024,TOYOTA,AllNewAvanza13E2021,1298,MT,G,45,1085,4875,185/65R15,104/6000,2655,4140X1660X1695,7,4X2,FF,5,5,4,CKD,INA,732,1067,794,547,1182,924,1244,535,1398,1077,127,2075
2024,TOYOTA,AllNewAvanza13ECvt2021,1298,AT,G,45,1085,4875,185/65R15,104/6000,2655,4140X1660X1695,7,4X2,FF,5,5,4,CKD,INA,708,667,229,363,810,597,837,713,630,908,839,1077
2024,TOYOTA,AllNewAvanza15G2021,1495,MT,G,45,1085,4875,185/65R15,104/6000,2655,4140X1660X1695,7,4X2,FF,5,5,4,CKD,INA,1336,1339,1208,881,118,1481,849,1672,1147,1461,1373,1097
2024,TOYOTA,AllNewAvanza15GCVT2021,1497,AT,G,-,-,-,185/60R15,107/6000,-,4235X1695X1690,7,4X2,FF,5,5,4,CKD,INA,1113,1141,1564,814,1359,1122,912,1727,1067,1509,1478,2233
2024,TOYOTA,AllNewVeloz152021,1497,MT,G,-,-,-,185/60R15,107/6000,-,4235X1695X1690,7,4X2,FF,5,5,4,CKD,INA,210,309,173,78,180,278,299,226,259,202,141,183
2024,TOYOTA,AllNewVeloz15CVT2021,1497,AT,G,-,-,-,185/60R15,107/6000,-,4235X1695X1690,7,4X2,FF,5,5,4,CKD,INA,53,43,105,20,46,62,61,69,53,57,38,47
2024,TOYOTA,AllNewVeloz15QCvt2021,1497,AT,G,-,-,-,185/60R15,107/6000,-,4235X1695X1690,7,4X2,FF,5,5,4,CKD,INA,405,1174,820,200,566,956,1034,789,790,653,281,864
2024,TOYOTA,AllNewVeloz15QCvtTss2021,1497,AT,G,-,-,-,185/60R15,107/6000,-,4235X1695X1690,7,4X2,FF,5,5,4,CKD,INA,288,181,210,34,194,238,191,195,129,168,62,127
2024,TOYOTA,RAIZE10TGOneToneNew2021,998,MT,G,36,168,5462,235/60R16,98/6000,2525,4030X1710X1635,5,4X2,FF,5,5,4,CKD,INA,31,62,88,27,19,67,102,17,57,48,59,60
2024,TOYOTA,RAIZE10TGCVTOneToneNew2021,998,CVT,G,36,168,5462,235/60R16,98/6000,2525,4030X1710X1635,5,4X2,FF,5,5,4,CKD,INA,69,114,248,17,137,236,223,86,228,123,153,132
2024,TOYOTA,RAIZE10TGCVTTwoToneNew2021,998,CVT,G,36,168,5105,235/60R16,98/6000,2525,4030X1710X1635,5,4X2,FF,5,5,4,CKD,INA,3,5,2,8,-,3,9,2,13,1,-,-
2024,TOYOTA,RAIZE10TGRCVTOneToneNew2021,998,CVT,G,36,168,5105,235/60R16,98/6000,2525,4030X1710X1635,5,4X2,FF,5,5,4,CKD,INA,104,191,145,152,270,222,278,278,203,165,314,212
2024,TOYOTA,RAIZE10TGRCVTTwoToneNew2021,998,CVT,G,36,168,5105,235/60R16,98/6000,2525,4030X1710X1635,5,4X2,FF,5,5,4,CKD,INA,136,251,309,212,266,283,404,295,146,211,280,254
2024,TOYOTA,RAIZE10TGRTSSCVTTwoToneNew2021,998,CVT,G,36,168,5105,235/60R16,98/6000,2525,4030X1710X1635,5,4X2,FF,5,5,4,CKD,INA,-,2,25,12,80,93,78,31,28,43,63,55
2024,TOYOTA,Raize12TGNew2021,998,MT,G,36,168,5462,235/60R16,98/6000,2525,4030X1710X1635,5,4X2,FF,5,5,4,CKD,INA,14,15,5,8,5,23,9,15,40,31,17,20
2024,TOYOTA,Raize12TGCVTNew2021,998,CVT,G,36,168,5105,235/60R16,98/6000,2525,4030X1710X1635,5,4X2,FF,5,5,4,CKD,INA,186,220,264,187,433,335,529,391,400,438,508,501
2024,TOYOTA,NewRush15G,1496,MT,G,45,12,5857,215/65R16,104/6000,2685,4435X1695X1705,7,4X2,FR,4,5,4,CKD,INA,392,388,114,1,1,-,-,-,-,-,-,-
2024,TOYOTA,NewRush15GAT,1496,AT,G,45,12,5857,215/65R16,104/6000,2685,4435X1695X1705,7,4X2,FR,4,5,4,CKD,INA,184,259,327,-,-,-,-,-,-,-,-,-
2024,TOYOTA,NewRush15GRSport2021,1496,MT,G,45,12,5857,215/60R17,104/6000,2685,4435X1695X1705,7,4X2,FR,4,5,4,CKD,INA,1327,1902,147,-,1,1,-,1,-,-,-,1
2024,TOYOTA,NewRush15GRSportAT2021,1496,AT,G,45,12,5857,215/60R17,104/6000,2685,4435X1695X1705,7,4X2,FR,4,5,4,CKD,INA,454,1375,249,-,1,-,-,-,-,-,1,-
2024,TOYOTA,Rush15GImp2024,1496,MT,G,45,12,5857,215/60R17,104/6000,2685,4435X1695X1705,7,4X2,FR,4,5,4,CKD,INA,-,-,49,263,108,276,161,276,116,251,234,347
2024,TOYOTA,Rush15GrSportA/TImp2024,1496,AT,G,45,12,5857,215/60R17,104/6000,2685,4435X1695X1705,7,4X2,FR,4,5,4,CKD,INA,354,4,383,122,917,1057,892,1154,955,1052,796,824
2024,TOYOTA,Rush15GrSportImp2024,1496,MT,G,45,12,5857,215/60R17,104/6000,2685,4435X1695X1705,7,4X2,FR,4,5,4,CKD,INA,-,-,476,1509,1128,1059,1447,133,1142,1254,904,849
2024,TOYOTA,Rush15GA/TIMP2024,1496,AT,G,45,12,5857,215/60R17,104/6000,2685,4435X1695X1705,7,4X2,FR,4,5,4,CKD,INA,-,-,-,76,280,175,104,256,170,154,217,408
2024,TOYOTA,NewYaris15GRSport3Airbag2023,1496,MT,G,42,1055,4058,195/50R16,107/6000,255,4145X1730X1500,5,4X2,FF,5,5,4,CKD,INA,5,2,-,-,2,1,1,1,-,-,-,-
2024,TOYOTA,NewYaris15GRSportCVT3Airbag2023,1496,AT,G,42,1055,4058,195/50R16,107/6000,255,4145X1730X1500,5,4X2,FF,5,5,4,CKD,INA,69,37,37,19,49,9,35,34,38,12,5,9
2024,TOYOTA,NewYaris15GRSportCVT7Airbag2023,1496,AT,G,42,1075,4237,195/50R16,107/6000,255,4145X1730X1500,5,4X2,FF,4,5,4,CKD,INA,1,-,-,1,-,3,-,-,1,2,-,-
2024,TOYOTA,NewYarisCross15G,1496,MT,G,-,-,-,-,-,-,-,5,4X2,FF,4,5,4,CKD,INA,-,7,8,2,7,7,4,5,1,4,6,43
2024,TOYOTA,NewYarisCross15GCvt,1496,AT,G,-,-,-,-,-,-,-,5,4X2,FF,4,5,4,CKD,INA,14,63,64,31,42,11,-,-,-,-,-,-
2024,TOYOTA,NewYarisCross15SCvtTss,1496,AT,G,-,-,-,-,-,-,-,5,4X2,FF,4,5,4,CKD,INA,3,3,11,7,16,6,17,32,52,24,6,3
2024,TOYOTA,NewYarisCross15SGrCvtTss,1496,AT,G,-,-,-,-,-,-,-,5,4X2,FF,4,5,4,CKD,INA,4,14,33,15,18,12,25,83,3,3,-,-
2024,TOYOTA,NewYarisCross15SHvGrCvtTss,1496,AT,HEV,-,-,-,-,-,-,-,5,4X2,FF,4,5,4,CKD,INA,25,46,166,88,295,182,6,127,220,301,117,158
2024,TOYOTA,NewYarisCross15SHvGrCvtTssPremiumColor,1496,AT,HEV,-,-,-,-,-,-,-,5,4X2,FF,4,5,4,CKD,INA,40,89,173,125,232,28,13,147,184,266,118,158
2024,TOYOTA,NewYarisCross15SHvCvtTss,1496,AT,HEV,-,-,-,-,-,-,-,5,4X2,FF,4,5,4,CKD,INA,5,25,39,25,26,49,21,34,-,14,19,19
2024,TOYOTA,NewYarisCross15SHvCvtTssPremiumColor,1496,AT,HEV,-,-,-,-,-,-,-,5,4X2,FF,4,5,4,CKD,INA,28,88,164,33,16,90,49,19,-,14,18,15
2024,TOYOTA,BZ4XEV,-,AT,BEV,-,-,-,-,-,-,-,-,-,-,-,2,4,CBU,Japan,2,-,-70,-1,1,12,2,32,23,22,4,33
2024,VOLKSWAGEN,T-Cross10TSIAT,999,AT,G,50,-,-,205/55R17,115,2651,"4,221X1,760X1,612",5,4X2,FF,-,5,4,CBU,India,1,4,2,1,-,-,-,-,-,3,1,2
2024,VOLKSWAGEN,TiguanAllspace14TSIAT,14,AT,G,64,151,3949,25/55/R17,150,2604,4426x1809x1703,-,4X2,FF,193,5,4,CKD,INA,6,11,10,6,5,4,2,9,4,6,4,4
2024,VOLVOCARS,XC40PluginHybrid,1477,AT,PHEV,48,265,-,235/50R19;255/45R19,-,2702,4440X1863X1652,5,4X2,FF,185,5,4,CBU,Malaysia,5,8,2,-,-,-,-,-,-,-,-,-
2024,VOLVOCARS,EX30UltraElectricVehicles,-,AT,BEV,-,2216,-,245/45R19,-,265,4233X1838X1550,5,4X2,FR,185,5,4,CBU,China,-,-,-,-,-,-,-,1,-,-,5,-
2024,VOLVOCARS,EX30PlusElectricVehicles,-,AT,BEV,-,2216,-,225/55R18,-,265,4233X1838X1550,5,4X2,FR,185,5,4,CBU,China,-,-,-,-,-,-,-,-,2,-,1,-
2024,WULING,ConferoS15,15,MT,G,42,-,5,195/60R15,107,272,4493X1691X1715,-,4X2,FR,-,5,4,CKD,INA,31,47,260,47,4,83,226,263,248,308,344,800
2024,WULING,ConferoS15C,15,MT,G,42,-,5,195/60R15,107,272,4530X1691X1730,-,4X2,FR,-,5,4,CKD,INA,-,-,-,3,5,-,3,80,3,-,-,-
2024,WULING,ConferoS15L,15,MT,G,42,-,5,195/60R15,107,272,4530X1691X1730,-,4X2,FR,-,5,4,CKD,INA,1,1,1,1,99,2,3,194,2,-,-,-
2024,WULING,ConferoS15LACT,15,AT,G,42,-,5,195/60R15,107,272,4530X1691X1730,-,4X2,FR,-,5,4,CKD,INA,-,10,8,-,-,-,-,32,-,-,-,-
2024,WULING,Cortez15CTMT,15,MT,G,52,-,4058,205/55R16,129,275,4780X1816X1755,-,4X2,FF,-,5,4,CKD,INA,-,-,-,-,-,-,-,-,1,-,-,-
2024,WULING,Cortez15CTCVT,15,AT,G,52,-,4058,205/55R16,129,275,4780X1816X1755,-,4X2,FF,-,5,4,CKD,INA,-,-,-,-,-,-,-,-,1,-,-,-
2024,WULING,Cortez15LTCVT,15,AT,G,52,-,4058,205/55R16,129,275,4780X1816X1755,-,4X2,FF,-,5,4,CKD,INA,5,1,-,-,-,-,-,-,-,-,-,-
2024,WULING,Cortez15STCVT,15,AT,G,52,-,4058,205/55R16,129,275,4780X1816X1755,-,4X2,FF,-,5,4,CKD,INA,-,1,-,-,-,-,-,-,2,-,-,-
2024,WULING,Cortez15STMT,15,MT,G,52,-,4058,205/55R16,129,275,4780X1816X1755,-,4X2,FF,-,5,4,CKD,INA,1,-,1,2,3,-,4,1,1,11,-,-
2024,WULING,Cortez15CE,15,CVT,G,-,-,-,-,-,-,-,-,4X2,FF,-,5,4,CKD,INA,-,-,-,-,-,-,-,-,3,5,-,4
2024,WULING,Cortez15EX,15,CVT,G,-,-,-,-,-,-,-,-,4X2,FF,-,5,4,CKD,INA,103,12,1,4,1,15,11,10,6,16,3,26
2024,WULING,Formo12BV,12,MT,G,42,-,5,195/60R15,107,272,4530X1691X1730,-,4X2,FR,-,5,4,CKD,INA,-,2,17,2,1,1,1,7,3,9,23,-
2024,WULING,Formo12,12,MT,G,42,-,5,195/60R15,107,272,4530X1691X1730,-,4X2,FR,-,5,4,CKD,INA,6,4,69,10,30,3,10,7,89,107,54,-
2024,WULING,AirEVLite,-,AT,BEV,-,-,-,-,-,-,-,-,4X2,FR,-,3,4,CKD,INA,6,256,87,36,100,92,49,51,71,63,159,114
2024,WULING,AirEVLite300KM,-,AT,BEV,-,-,-,-,-,-,-,-,4X2,FR,-,3,4,CKD,INA,-,-,-,-,-,-,-,200,223,421,292,331
2024,WULING,AirEVStandardRange,-,AT,BEV,-,-,-,-,-,-,-,-,4X2,FR,-,3,4,CKD,INA,-,70,3,1,1,31,65,1,-,-,-,-
2024,WULING,AirEVLongRange,-,AT,BEV,-,-,-,-,-,-,-,-,4X2,FR,-,3,4,CKD,INA,-,125,139,9,44,48,91,152,198,347,333,231
2024,WULING,Binguo333KMAC,-,AT,BEV,-,-,-,-,-,-,-,-,4X2,-,-,3,4,CKD,INA,320,35,1,74,12,26,5,4,1,3,10,2
2024,WULING,Binguo333KMDC,-,AT,BEV,-,-,-,-,-,-,-,-,4X2,-,-,3,4,CKD,INA,-,205,570,306,10,33,10,8,14,13,4,7
2024,WULING,Binguo410KMDC,-,AT,BEV,-,-,-,-,-,-,-,-,4X2,-,-,3,4,CKD,INA,1556,188,246,12,7,14,113,121,163,166,470,427
2024,WULING,Cloud460KM,-,AT,BEV,-,-,-,-,-,-,-,-,4X2,-,-,5,4,CKD,INA,-,-,-,597,452,498,550,340,506,66,150,362
2024,WULING,Alvez15SE,15,MT,G,-,-,-,-,-,-,-,-,4X2,FR,-,5,4,CKD,INA,1,37,33,20,31,8,41,55,55,119,96,65
2024,WULING,Alvez15CE,15,CVT,G,-,-,-,-,-,-,-,-,4X2,FR,-,5,4,CKD,INA,15,21,58,17,21,8,40,30,51,90,81,102
2024,WULING,Alvez15EX,15,CVT,G,-,-,-,-,-,-,-,-,4X2,FR,-,5,4,CKD,INA,59,65,187,32,59,56,129,184,214,273,235,180
2024,WULING,NewAlmazRSPro,15,CVT,G,-,-,-,-,-,-,-,-,4X2,FR,-,5,4,CKD,INA,9,4,43,-,3,2,2,10,32,24,36,10
2024,WULING,Almaz15SETCVT,15,AT,G,-,-,-,-,-,-,-,-,4X2,FR,-,5,4,CKD,INA,-,-,-,-,-,1,-,7,2,4,10,1
2024,WULING,Almaz15SETMT,15,MT,G,-,-,-,-,-,-,-,-,4X2,FR,-,5,4,CKD,INA,-,8,-,-,-,-,-,-,-,-,-,-
2024,WULING,AlmazRS15TEX,15,AT,G,-,-,-,-,-,-,-,-,4X2,FR,-,5,4,CKD,INA,12,9,61,8,8,5,122,-,-,-,-,-
2024,WULING,AlmazRS15TPro,15,AT,G,-,-,-,-,-,-,-,-,4X2,FR,-,5,4,CKD,INA,1,1,1,-,3,-,1,36,55,26,49,46
2024,BMW,X3sDrive20iG01CKDAT,1998,AT,G,65,24,-,245/50R19105W,184,2864,4708x1891x1676,-,4X2,FR,-,-,4,CKD,INA,4,9,13,5,9,23,10,13,15,15,20,12
2024,CHERY,Tiggo8ProPremium,2,AT,G,57,-,-,-,-,271,4722X1860X1746,7,4X2,-,-,5,4,CKD,INA,24,8,4,-,-,2,-,-,-,-,-,-
2024,CHERY,Tiggo8ProLuxury,2,AT,G,57,-,-,-,-,271,4722X1860X1746,7,4X2,-,-,5,4,CKD,INA,3,1,-,3,1,1,-,-,-,1,1,-
2024,HONDA,HR-VPrestige,18,CVT,G,40,-,-,-,-,-,-,5,4X2,FF,-,5,4,CKD,INA,-,-,-,-,-,-,-,-,1,-,-,-
2024,HONDA,AllNewCR-V20e:HEV,2,CVT,HEV,58,-,-,"18x7,5J",155,266,4586x1855x1679,-,4X2,FF,-,5,4,CBU,-,339,334,390,245,251,80,96,151,170,97,72,148
2024,HYUNDAI-HMID,KonaEV,-,AT,BEV,-,202,-,215/55/R17,-,26,4180x1800x1570,5,4X2,-,-,5,4,CBU,SouthKore,-,-,-,-,-,-,-,-,-,-,-,2
2024,HYUNDAI-HMID,KonaEVPrimeReguler,-,AT,BEV,-,-,-,-,-,-,-,5,4X2,FF,-,5,4,CKD,INA,-,-,-,-,-,-,13,6,5,6,-,-
2024,HYUNDAI-HMID,KonaEVPrimeExtended,-,AT,BEV,-,-,-,-,-,-,-,5,4X2,FF,-,5,4,CKD,INA,-,-,-,-,-,-,17,22,9,5,4,2
2024,HYUNDAI-HMID,KonaEVSignatureReguler,-,AT,BEV,-,-,-,-,-,-,-,5,4X2,FF,-,5,4,CKD,INA,-,-,-,-,-,-,-,-,8,5,1,1
2024,HYUNDAI-HMID,KonaEVSignatureRegulerTwoTone,-,AT,BEV,-,-,-,-,-,-,-,5,4X2,FF,-,5,4,CKD,INA,-,-,-,-,-,-,-,-,4,3,-,-
2024,HYUNDAI-HMID,KonaEVSignatureExtended,-,AT,BEV,-,-,-,-,-,-,-,5,4X2,FF,-,5,4,CKD,INA,-,-,-,-,-,-,166,82,94,107,219,50
2024,HYUNDAI-HMID,KonaEVSignatureExtendedTwoTone,-,AT,BEV,-,-,-,-,-,-,-,5,4X2,FF,-,5,4,CKD,INA,-,-,-,-,-,-,52,72,54,55,104,9
2024,HYUNDAI-HMID,KonaEVStyle,-,AT,BEV,-,-,-,-,-,-,-,5,4X2,FF,-,5,4,CKD,INA,-,-,-,-,-,-,-,-,-,-,1,1
2024,HYUNDAI-HMID,KonaEVNLine,-,AT,BEV,-,-,-,-,-,-,-,5,4X2,FF,-,5,4,CKD,INA,-,-,-,-,-,-,-,-,-,-,-,10
2024,HYUNDAI-HMID,KonaEVNLineTwoTone,-,AT,BEV,-,-,-,-,-,-,-,5,4X2,FF,-,5,4,CKD,INA,-,-,-,-,-,-,-,-,-,-,-,7
2024,HYUNDAI-HMID,Tucson,2,AT,G,-,-,-,-,-,-,-,5,4X2,FF,-,5,4,CBU,SouthKore,-,-,-,-,-,-,-,-,-,-,9,2
2024,HYUNDAI-HMID,TucsonHEV,16,AT,HEV,-,-,-,-,-,-,-,5,4X2,FF,-,5,4,CBU,SouthKore,-,-,-,-,-,-,-,-,-,-,63,9
2024,HYUNDAI-HMID,SantaFeD228DCTPrime,22,AT,D,67,255,-,235/60/18,202,2765,4785x1900x1710,5,4X2,FF,-,5,4,CBU,SouthKore,-,-,-,-,1,-,-,-,-,-,-,-
2024,HYUNDAI-HMID,SantaFeD228DCTSignature,22,AT,D,67,255,-,235/60/18,202,2765,4785x1900x1710,5,4X2,FF,-,5,4,CBU,SouthKore,13,8,43,34,30,35,15,8,-,-,-,-
2024,HYUNDAI-HMID,SantaFeG256ATStyle,25,AT,G,67,251,-,235/60/18,180,2765,4785x1900x1710,5,4X2,FF,-,5,4,CBU,SouthKore,1,-,-,-,-,-,-,-,-,-,-,-
2024,HYUNDAI-HMID,SantaFeG258ATCalligraphy,25,AT,G,67,-,-,245/45/21,194,2815,4830x1900x1770,6,4X2,FF,-,5,4,CKD,INA,-,-,-,-,-,-,-,-,-,9,2,3
2024,HYUNDAI-HMID,SantaFeHEV16T6ATPrime,16,AT,HEV,67,-,-,255/45/20,180,2815,4830x1900x1770,7,4X2,FF,-,5,4,CKD,INA,-,-,-,-,-,-,-,-,-,32,22,5
2024,HYUNDAI-HMID,SantaFeHEV16T6ATCalligraphy,16,AT,HEV,67,-,-,255/45/20,180,2815,4830x1900x1770,6,4X2,FF,-,5,4,CKD,INA,-,-,-,-,-,-,-,-,-,119,105,170
2024,HYUNDAI-HMID,Palisade22CRDi,22,AT,D,-,-,-,-,-,-,-,-,4X2,-,-,5,4,CBU,SouthKore,8,-,17,2,-,11,2,9,6,4,6,-
2024,HYUNDAI-HMID,Palisade22CRDiSignature,22,AT,D,-,-,-,-,-,-,-,-,4X2,-,-,5,4,CBU,SouthKore,88,67,324,171,152,76,107,89,105,233,187,27
