Tahun,BRAND,TYPE MODEL,CC,TRANS,FUEL,"TANK
CAPT","GVW
(Kg)",GEAR RATIO,WHEEL & TYRE SIZE,PS / HP,WHEEL BASE,"DIMENSION
P x L xT",SEATER,DRIVE SYS.,,SPEED,DOOR,WHEELS,CBU / CKD,"ORIGIN
COUNTRY",JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC
2021,SUZUKI,XL-7 BETA AT,1462,AT,G,45,1730,4375,195/65 R16,105,2740,4450 X 1775 X 1710,7,4X2,FF,-,4,4,CKD,INA,263,114,501,-,113,331,444,1.244,152,317,375,856
2021,SUZUKI,XL-7 ALPHA MT,1462,MT,G,45,1720,4353,195/65 R16,105,2740,4450 X 1775 X 1710,7,4X2,FF,-,4,4,CKD,INA,49,42,206,208,49,144,131,158,144,164,156,290
2021,SUZUKI,XL-7 ALPHA AT,1462,AT,G,45,1730,4375,195/65 R16,105,2740,4450 X 1775 X 1710,7,4X2,FF,-,4,4,CKD,INA,452,190,392,32,149,271,397,450,369,363,378,896
2021,SUZUKI,New Baleno,1490,MT,G,-,1650,-,195/55 R15,110,2480,4350 X 1690 X 1545,5,4X2,FF,-,4,4,CBU,India,47,1,56,68,14,49,26,98,1,39,21,17
2021,SUZUKI,New Baleno AT,1490,AT,G,-,1650,-,195/55 R15,110,2480,4350 X 1690 X 1545,5,4X2,FF,-,4,4,CBU,India,288,119,337,394,92,110,69,366,1,224,92,195
2021,SUZUKI,New SX4 S-Cros,1490,MT,G,48,1670,-,205/60 R16,109,2600,4300 X 1765 X 1690,5,4X2,FF,-,4,4,CBU,India,4,2,7,2,7,4,4,-,6,12,-,1
2021,SUZUKI,New SX4 S-Cros AT,1490,AT,G,48,1670,-,205/60 R16,109,2600,4300 X 1765 X 1690,5,4X2,FF,-,4,4,CBU,India,7,11,13,35,47,37,12,10,5,8,4,9
2021,SUZUKI,APV-GE,1495,MT,G,46,1950,4300,185/80 R14,105,2625,4225 X 1655 X 1855,8,4X2,FR,-,5,4,CKD,INA,49,71,117,66,138,78,159,102,118,133,134,46
2021,SUZUKI,APV-GL,1495,MT,G,46,1950,4300,185/80 R14,105,2625,4225 X 1655 X 1855,8,4X2,FR,-,5,4,CKD,INA,47,26,71,51,58,65,173,50,79,58,61,50
2021,SUZUKI,APV-GX,1495,MT,G,46,1950,4300,195/65 R15,105,2625,4225 X 1655 X 1855,8,4X2,FR,-,5,4,CKD,INA,39,34,49,72,37,70,152,60,98,54,66,78
2021,SUZUKI,APV SGX,1495,MT,G,46,1950,4300,195/65 R15,105,2625,4225 X 1655 X 1855,7,4X2,FR,-,5,4,CKD,INA,21,8,15,23,17,52,31,50,63,90,35,17
2021,TOYOTA,All New Avanza 1.3 E BMC 2015,1298,MT,G,45,1085,5125,185/70R14,92 / 6000,2655,4140X1660X1695,7,4X2,FR,4,5,4,CKD,INA,-,-,-,-,1,2,-,-,-,-,-,-
2021,TOYOTA,All New Avanza 1.3 G BMC 2015,1298,MT,G,45,1085,5125,185/70R14,92 / 6000,2655,4140X1660X1695,7,4X2,FR,4,5,4,CKD,INA,1,1,2,-,1,-,-,-,1,-,-,-
2021,TOYOTA,All New Avanza 1.3 G A/T BMC 2015,1298,AT,G,45,1085,5571,185/70R14,92 / 6000,2655,4140X1660X1695,7,4X2,FR,4,5,4,CKD,INA,-,-,-,1,-,-,-,-,-,-,-,-
2021,TOYOTA,All New Avanza Veloz 1.3 BMC 2015,1329,MT,G,45,1085,4875,185/65R15,104 / 6000,2655,4140X1660X1695,7,4X2,FR,5,5,4,CKD,INA,-,1,-,-,-,1,-,-,-,-,-,-
2021,TOYOTA,All New Avanza Veloz 1.5 BMC 2015,1495,MT,G,45,1085,4875,185/65R15,104 / 6000,2655,4140X1660X1695,7,4X2,FR,4,5,4,CKD,INA,-,-,-,-,1,-,-,-,-,-,-,-
2021,TOYOTA,Avanza 1.3 A/T Transmover,1298,AT,G,45,1085,5571,185/70R14,92 / 6000,2655,4140X1660X1695,7,4X2,FR,4,5,4,CKD,INA,1,-,-,-,-,-,-,30,66,4,-,-
2021,TOYOTA,New Avanza 1.3 E 2019,1298,MT,G,45,1085,5125,185/70R14,92 / 6000,2655,4140X1660X1695,7,4X2,FR,4,5,4,CKD,INA,313,204,706,299,352,367,576,721,858,92,2,-
2021,TOYOTA,New Avanza 1.3 E A/T 2019,1298,AT,G,45,1085,5571,185/70R14,92 / 6000,2655,4140X1660X1695,7,4X2,FR,4,5,4,CKD,INA,62,34,157,14,39,116,81,61,82,5,-,-
2021,TOYOTA,New Avanza 1.3 G 2019,1298,MT,G,45,1085,5125,185/70R14,92 / 6000,2655,4140X1660X1695,7,4X2,FR,4,5,4,CKD,INA,1.198,862,3.089,2.319,1.881,2.005,3.221,3.617,3.508,320,(1),-
2021,TOYOTA,New Avanza 1.3 G A/T 2019,1298,AT,G,45,1085,5571,185/70R14,92 / 6000,2655,4140X1660X1695,7,4X2,FR,4,5,4,CKD,INA,296,182,776,517,564,488,537,843,810,121,-,-
2021,TOYOTA,New Avanza 1.5 G 2019,1495,MT,G,45,1085,4875,185/65R15,104 / 6000,2655,4140X1660X1695,7,4X2,FR,5,5,4,CKD,INA,-,-,-,-,-,-,-,-,-,-,1,-
2021,TOYOTA,New Avanza Veloz 1.3 2019,1329,MT,G,45,1085,4875,185/65R15,104 / 6000,2655,4140X1660X1695,7,4X2,FR,5,5,4,CKD,INA,213,145,582,388,251,281,412,131,-,-,(1),-
2021,TOYOTA,New Avanza Veloz 1.3 A/T 2019,1329,AT,G,45,1085,5125,185/65R15,104 / 6000,2655,4140X1660X1695,7,4X2,FR,4,5,4,CKD,INA,115,42,228,15,12,27,41,15,-,-,-,-
2021,TOYOTA,New Avanza Veloz 1.5 2019,1495,MT,G,45,1085,4875,185/65R15,104 / 6000,2655,4140X1660X1695,7,4X2,FR,4,5,4,CKD,INA,464,320,1.085,1.135,924,674,644,215,-,-,-,-
2021,TOYOTA,New Avanza Veloz 1.5 A/T 2019,1495,AT,G,45,1085,5125,185/65R15,104 / 6000,2655,4140X1660X1695,7,4X2,FR,4,5,4,CKD,INA,245,130,626,697,649,489,426,142,1,-,-,1
2021,TOYOTA,All New Avanza 1.3 E 2021,1298,MT,G,45,1085,4875,185/65R15,104 / 6000,2655,4140X1660X1695,7,4X2,FR,5,5,4,CKD,INA,-,-,-,-,-,-,-,-,-,-,245,362
2021,TOYOTA,All New Avanza 1.5 G 2021,1495,MT,G,45,1085,4875,185/65R15,104 / 6000,2655,4140X1660X1695,7,4X2,FR,5,5,4,CKD,INA,-,-,-,-,-,-,-,-,-,-,1.815,2.012
2021,TOYOTA,All New Avanza 1.5 G CVT 2021,1497,AT,G,-,-,-,185/60 R15,107 / 6000,-,4235X1695X1690,7,4X2,FR,5,5,4,CKD,INA,-,-,-,-,-,-,-,-,-,-,991,1.336
2021,TOYOTA,All New Avanza 1.5 G CVT TSS 2021,1497,AT,G,-,-,-,185/60 R15,107 / 6000,-,4235X1695X1690,7,4X2,FR,5,5,4,CKD,INA,-,-,-,-,-,-,-,-,-,-,893,717
2021,TOYOTA,Veloz 1.3 GR Limited 2021,1329,MT,G,45,1085,4875,185/65R15,104 / 6000,2655,4140X1660X1695,7,4X2,FR,5,5,4,CKD,INA,-,-,-,-,-,-,-,13,478,243,-,-
2021,TOYOTA,Veloz 1.3 A/T GR Limited 2021,1329,AT,G,45,1085,5125,185/65R15,104 / 6000,2655,4140X1660X1695,7,4X2,FR,4,5,4,CKD,INA,-,-,-,-,-,-,-,15,22,-,-,-
2021,TOYOTA,Veloz 1.5 GR Limited 2021,1495,MT,G,45,1085,4875,185/65R15,104 / 6000,2655,4140X1660X1695,7,4X2,FR,4,5,4,CKD,INA,-,-,-,-,-,-,-,241,1.014,516,4,-
2021,TOYOTA,Veloz 1.5 A/T GR Limited 2021,1495,AT,G,45,1085,5125,185/65R15,104 / 6000,2655,4140X1660X1695,7,4X2,FR,4,5,4,CKD,INA,-,-,-,-,-,-,-,168,691,400,-,-
2021,TOYOTA,All New Avanza  1.5 2021,1497,MT,G,-,-,-,185/60 R15,107 / 6000,-,4235X1695X1690,7,4X2,FR,5,5,4,CKD,INA,-,-,-,-,-,-,-,-,-,-,1.012,1.639
2021,TOYOTA,All New Avanza  1.5 Q CVT 2021,1497,AT,G,-,-,-,185/60 R15,107 / 6000,-,4235X1695X1690,7,4X2,FR,5,5,4,CKD,INA,-,-,-,-,-,-,-,-,-,-,1.349,1.891
2021,TOYOTA,All New Avanza  1.5 Q CVT TSS 2021,1497,AT,G,-,-,-,185/60 R15,107 / 6000,-,4235X1695X1690,7,4X2,FR,5,5,4,CKD,INA,-,-,-,-,-,-,-,-,-,-,1.845,2.024
2021,TOYOTA,Sienta E 1.5 CVT,1497,AT,G,-,-,-,185/60 R15,107 / 6000,-,4235X1695X1690,7,4X2,FR,5,5,4,CKD,INA,-,-,-,-,1,-,-,-,-,-,-,-
2021,TOYOTA,Sienta G 1.5,1497,MT,G,-,-,-,185/60 R15,107 / 6000,-,4235X1695X1690,7,4X2,FR,5,5,4,CKD,INA,-,-,-,1,-,-,-,-,-,-,-,-
2021,TOYOTA,Sienta V 1.5,1497,MT,G,-,-,-,195/50 R16,107 / 6000,-,4235X1695X1690,7,4X2,FR,5,5,4,CKD,INA,1,-,-,2,2,1,2,6,2,-,-,-
2021,TOYOTA,Sienta V 1.5 CVT,1497,AT,G,-,-,-,195/50 R16,107 / 6000,-,4235X1695X1690,7,4X2,FR,5,5,4,CKD,INA,8,20,39,36,91,58,85,118,29,16,16,4
2021,TOYOTA,Sienta Q 1.5 CVT,1497,AT,G,-,-,-,195/50 R16,107 / 6000,-,4235X1695X1690,7,4X2,FR,5,5,4,CKD,INA,6,14,18,9,22,25,31,49,28,9,15,19
2021,TOYOTA,Sienta V 1.5 CVT Welcab,1497,A/T,G,-,-,-,195/50 R16,107 / 6000,0,4235X1695X1690,7,4X2,FR,5,5,4,CKD,INA,4,2,11,8,6,3,4,7,4,1,1,7
2021,TOYOTA,Raize 1.0T G One Tone New 2021,998,MT,G,36,1680,5462,235/60R16,98 / 6000,2525,4030X1710X1635,5,4X2,FF,5,5,4,CKD,INA,-,-,-,3,197,410,193,125,155,11,94,103
2021,TOYOTA,Raize 1.0T G Two Tone New 2021,998,MT,G,36,1680,5462,235/60R16,98 / 6000,2525,4030X1710X1635,5,4X2,FF,5,5,4,CKD,INA,-,-,-,4,40,-,-,-,3,24,13,11
2021,TOYOTA,Raize 1.0T G CVT One Tone New 2021,998,MT,G,36,1680,5105,235/60R16,98 / 6000,2525,4030X1710X1635,5,4X2,FF,5,5,4,CKD,INA,-,-,-,-,144,319,303,265,3,491,212,279
2021,TOYOTA,Raize 1.0T G CVT Two Tone New 2021,998,MT,G,36,1680,5105,235/60R16,98 / 6000,2525,4030X1710X1635,5,4X2,FF,5,5,4,CKD,INA,-,-,-,-,27,-,-,-,12,73,12,7
2021,TOYOTA,Raize 1.0T GR CVT One Tone New 2021,998,MT,G,36,1680,5105,235/60R16,98 / 6000,2525,4030X1710X1635,5,4X2,FF,5,5,4,CKD,INA,-,-,-,44,765,478,985,1.030,1.588,638,1.570,542
2021,TOYOTA,Raize 1.0T GR CVT Two Tone New 2021,998,MT,G,36,1680,5105,235/60R16,98 / 6000,2525,4030X1710X1635,5,4X2,FF,5,5,4,CKD,INA,-,-,-,90,232,375,344,43,874,687,866,678
2021,TOYOTA,Raize 1.0T GR TSS CVT One Tone New 2021,998,MT,G,36,1680,5105,235/60R16,98 / 6000,2525,4030X1710X1635,5,4X2,FF,5,5,4,CKD,INA,-,-,-,-,8,594,610,570,933,333,522,248
2021,TOYOTA,Raize 1.0T GR TSS CVT Two Tone New 2021,998,MT,G,36,1680,5105,235/60R16,98 / 6000,2525,4030X1710X1635,5,4X2,FF,5,5,4,CKD,INA,-,-,-,-,18,58,222,665,340,351,439,257
2021,TOYOTA,Raize 1.2T G New 2021,998,MT,G,36,1680,5462,235/60R16,98 / 6000,2525,4030X1710X1635,5,4X2,FF,5,5,4,CKD,INA,-,-,-,-,-,58,145,79,67,2,47,89
2021,TOYOTA,Raize 1.2T G CVT New 2021,998,MT,G,36,1680,5105,235/60R16,98 / 6000,2525,4030X1710X1635,5,4X2,FF,5,5,4,CKD,INA,-,-,-,-,-,47,108,106,209,80,126,230
2021,TOYOTA,New Rush 1.5 S MT Mi TRD Sportivo Ultimo,1500,AT,G,45,1200,5857,235/60R16,109 / 6000,2685,4420X1745X1740,7,4X2,FR,-,5,4,CKD,INA,-,-,-,-,1,-,-,-,-,-,-,-
2021,TOYOTA,ALL New Rush 1.5 G,1496,MT,G,45,1200,5857,215/65R16,104 / 6000,2685,4435X1695X1705,7,4X2,FR,4,5,4,CKD,INA,358,125,353,144,253,340,308,115,-,1,1,-
2021,TOYOTA,ALL New Rush  1.5 G A/T,1496,AT,G,45,1200,5857,215/65R16,104 / 6000,2685,4435X1695X1705,7,4X2,FR,4,5,4,CKD,INA,281,134,309,160,198,285,181,115,1,1,-,-
2021,TOYOTA,ALL New Rush 1.5 TRD Sportivo,1496,MT,G,45,1200,5857,215/60R17,104 / 6000,2685,4435X1695X1705,7,4X2,FR,4,5,4,CKD,INA,1.882,998,3.577,1.265,1.599,1.704,1.613,884,16,2,1,-
2021,TOYOTA,ALL New Rush 1.5 TRD Sportivo A/T,1496,AT,G,45,1200,5857,215/60R17,104 / 6000,2685,4435X1695X1705,7,4X2,FR,4,5,4,CKD,INA,1.106,903,2.691,1.320,1.177,1.466,1.161,633,18,2,2,-
2021,TOYOTA,New Rush 1.5 G,1496,MT,G,45,1200,5857,215/65R16,104 / 6000,2685,4435X1695X1705,7,4X2,FR,4,5,4,CKD,INA,-,-,-,-,-,-,-,95,504,407,647,268
2021,TOYOTA,New Rush  1.5 G A/T,1496,AT,G,45,1200,5857,215/65R16,104 / 6000,2685,4435X1695X1705,7,4X2,FR,4,5,4,CKD,INA,-,-,-,-,-,-,-,103,514,319,293,258
2021,TOYOTA,New Rush1.5 GR Sport 2021,1496,MT,G,45,1200,5857,215/60R17,104 / 6000,2685,4435X1695X1705,7,4X2,FR,4,5,4,CKD,INA,-,-,-,-,-,-,-,1.376,2.682,2.391,2.624,1.942
2021,TOYOTA,New Rush 1.5 GR Sport A/T 2021,1496,AT,G,45,1200,5857,215/60R17,104 / 6000,2685,4435X1695X1705,7,4X2,FR,4,5,4,CKD,INA,-,-,-,-,-,-,-,1.394,2.268,2.189,2.717,1.878
2021,TOYOTA,All NewYaris 1.5  Haykers AT,1500,AT,G,42,1075,4237,195/50R16,109 / 6000,2550,4115X1700X1475,5,4X2,FF,-,5,4,CKD,INA,-,-,1,-,-,1,-,-,-,-,-,-
2021,TOYOTA,New Yaris 1.5 TRD Sportivo,1496,MT,G,42,1055,4058,195/50R16,107 / 6000,2550,4145X1730X1500,5,4X2,FF,5,5,4,CKD,INA,-,-,-,-,-,1,-,-,-,-,-,-
2021,TOYOTA,New Yaris 1.5 TRD Sportivo CVT,1496,AT,G,42,1075,4237,195/50R16,107 / 6000,2550,4145X1730X1500,5,4X2,FF,4,5,4,CKD,INA,-,-,-,1,1,1,-,-,-,-,-,-
2021,TOYOTA,New Yaris 1.5 G 3 Airbag,1496,MT,G,42,1055,4058,185/60R16,107 / 6000,2550,4145X1730X1500,5,4X2,FF,5,5,4,CKD,INA,7,-,11,-,2,1,-,-,-,-,-,3
2021,TOYOTA,New Yaris 1.5 G CVT 3 Airbag,1496,AT,G,42,1075,4237,185/60R16,107 / 6000,2550,4145X1730X1500,5,4X2,FF,4,5,4,CKD,INA,14,4,74,9,16,64,37,10,2,-,18,15
2021,TOYOTA,New Yaris 1.5 G CVT 7 Airbag,1496,AT,G,42,1075,4237,185/60R16,107 / 6000,2550,4145X1730X1500,5,4X2,FF,4,5,4,CKD,INA,-,-,-,-,1,-,2,-,-,-,-,-
2021,TOYOTA,New Yaris 1.5 TRD 3 Airbag,1496,MT,G,42,1055,4058,195/50R16,107 / 6000,2550,4145X1730X1500,5,4X2,FF,5,5,4,CKD,INA,75,20,118,-,70,124,58,12,-,-,-,-
2021,TOYOTA,New Yaris 1.5 TRD 7 Airbag,1496,MT,G,42,1075,4237,195/50R16,107 / 6000,2550,4145X1730X1500,5,4X2,FF,4,5,4,CKD,INA,-,-,-,-,-,2,-,-,-,-,-,-
2021,TOYOTA,New Yaris 1.5 TRD CVT 3 Airbag,1496,AT,G,42,1055,4058,195/50R16,107 / 6000,2550,4145X1730X1500,5,4X2,FF,5,5,4,CKD,INA,188,102,635,137,346,738,388,85,4,-,-,-
2021,TOYOTA,New Yaris 1.5 TRD CVT 7 Airbag,1496,AT,G,42,1075,4237,195/50R16,107 / 6000,2550,4145X1730X1500,5,4X2,FF,4,5,4,CKD,INA,67,16,181,94,115,256,203,70,-,-,1,-
2021,TOYOTA,New Yaris 1.5 GR Sport 3 Airbag 2021,1496,MT,G,42,1055,4058,195/50R16,107 / 6000,2550,4145X1730X1500,5,4X2,FF,5,5,4,CKD,INA,-,-,-,-,-,-,-,30,62,62,79,3
2021,TOYOTA,New Yaris 1.5 GR Sport 7 Airbag 2021,1496,MT,G,42,1075,4237,195/50R16,107 / 6000,2550,4145X1730X1500,5,4X2,FF,4,5,4,CKD,INA,-,-,-,-,-,-,-,-,4,-,4,-
2021,TOYOTA,New Yaris 1.5 GR Sport CVT 3 Airbag 2021,1496,AT,G,42,1055,4058,195/50R16,107 / 6000,2550,4145X1730X1500,5,4X2,FF,5,5,4,CKD,INA,-,-,-,-,-,-,-,128,579,669,224,99
2021,TOYOTA,New Yaris 1.5 GR Sport CVT 7 Airbag 2021,1496,AT,G,42,1075,4237,195/50R16,107 / 6000,2550,4145X1730X1500,5,4X2,FF,4,5,4,CKD,INA,-,-,-,-,-,-,-,71,115,99,107,83
2021,TOYOTA,GR YARIS 1.6,1618,MT,G,42,1075,4237,225/40R18,261 / 6500,2560,"3,995X1,805X1,455",5,4X2,FF,4,5,4,CBU,JAPAN,-,-,-,-,-,-,-,-,-,-,64,25
2021,VOLKSWAGEN,Polo 1.2 GT TSI AT,1200,AT,G,-,-,-,-,-,-,-,5,4X2,FF,-,5,4,CBU,India,8,12,6,-,-,12,6,3,5,5,9,3
2021,VOLKSWAGEN,Tiguan Allspace 1.4 TSI AT,1400,AT,G,64,1510,3949,25/55/R17,150,2604,4426 x 1809 x 1703,-,4X2,FF,193,5,4,CKD,INA,28,16,52,44,16,22,9,10,17,23,43,31
2021,WULING,Confero S 1.5,1500,MT,G,42,-,"4,889",195/60 R15,107,2720,4493X1691X1715,-,4X2,FR,-,5,4,CKD,INA,154,134,428,499,517,495,79,450,485,460,1.017,754
2021,WULING,Confero S 1.5C,1500,MT,G,42,-,"4,889",195/60 R15,107,2720,4530X1691X1730,-,4X2,FR,-,5,4,CKD,INA,46,-,163,258,124,205,85,50,15,151,125,533
2021,WULING,Confero S 1.5L,1500,MT,G,42,-,"4,889",195/60 R15,107,2720,4530X1691X1730,-,4X2,FR,-,5,4,CKD,INA,139,128,234,426,435,110,402,1,50,251,113,642
2021,WULING,Confero S 1.5L ACT,1500,AT,G,42,-,"4,889",195/60 R15,107,2720,4530X1691X1730,-,4X2,FR,-,5,4,CKD,INA,14,-,45,-,-,49,24,75,64,2,11,6
2021,WULING,Cortez 1.5C T MT,1500,MT,G,52,-,4058,205/55 R16,129,2750,4780X1816X1755,-,4X2,FF,-,5,4,CKD,INA,4,-,15,9,7,12,13,16,36,17,4,-
2021,WULING,Cortez 1.5C T CVT,1500,AT,G,52,-,4058,205/55 R16,129,2750,4780X1816X1755,-,4X2,FF,-,5,4,CKD,INA,17,11,49,92,31,78,141,54,33,73,77,85
2021,WULING,Cortez 1.5L T CVT,1500,AT,G,52,-,4058,205/55 R16,129,2750,4780X1816X1755,-,4X2,FF,-,5,4,CKD,INA,76,30,90,115,60,107,91,59,65,126,110,84
2021,WULING,Cortez 1.5S T CVT,1500,AT,G,52,-,4058,205/55 R16,129,2750,4780X1816X1755,-,4X2,FF,-,5,4,CKD,INA,73,40,171,137,162,176,164,180,166,198,236,167
2021,WULING,Cortez 1.5S T MT,1500,MT,G,52,-,4058,205/55 R16,129,2750,4780X1816X1755,-,4X2,FF,-,5,4,CKD,INA,-,-,85,31,59,43,39,39,179,58,132,1
2021,WULING,Formo 1.2 BV,1200,MT,G,42,-,"4,889",195/60 R15,107,2720,4530X1691X1730,-,4X2,FR,-,5,4,CKD,INA,71,24,43,37,-,-,90,55,42,10,1,1
2021,WULING,Formo 1.2,1200,MT,G,42,-,"4,889",195/60 R15,107,2720,4530X1691X1730,-,4X2,FR,-,5,4,CKD,INA,-,-,-,-,-,-,-,-,266,187,77,95
2021,WULING,Almaz 1.5E+ T CVT,1500,AT,G,-,-,-,-,-,-,-,-,4X2,FR,-,5,4,CKD,INA,49,88,175,101,127,134,110,105,153,215,33,101
2021,WULING,Almaz 1.5E T CVT,1500,AT,G,-,-,-,-,-,-,-,-,4X2,FR,-,5,4,CKD,INA,38,23,57,24,1,43,33,31,31,50,44,31
2021,WULING,Almaz 1.5SE T CVT,1500,AT,G,-,-,-,-,-,-,-,-,4X2,FR,-,5,4,CKD,INA,105,44,103,79,200,-,188,171,170,191,128,198
2021,WULING,Almaz 1.5SE T MT,1500,AT,G,-,-,-,-,-,-,-,-,4X2,FR,-,5,4,CKD,INA,22,12,40,37,1,29,11,28,59,72,37,79
2021,WULING,Almaz RS 1.5T EX,1500,MT,G,-,-,-,-,-,-,-,-,4X2,FR,-,5,4,CKD,INA,-,-,138,85,7,-,32,88,60,136,56,77
2021,WULING,Almaz RS 1.5T Pro,1500,AT,G,-,-,-,-,-,-,-,-,4X2,FR,-,5,4,CKD,INA,-,-,502,581,784,786,535,128,426,548,802,122
2021,BMW,X3 sDrive20i G01 CKD A/T,1998,AT,G,65,2400,0,245/50 R19 105W,184,2864,4708x1891x1676,0,4X2,FR,0,0,4,CKD,INA,-,29,12,26,2,23,2,22,19,18,11,4
2021,BMW,X3 xDrive20i G01 CKD A/T,1998,AT,G,65,2400,0,245/50 R19 105W,184,2864,4708x1891x1676,0,4X2,FR,0,0,4,CKD,INA,-,-,38,3,26,3,1,20,2,1,2,22
2021,BMW,X3 sDrive20i G01 CKD A/T,1998,AT,G,61,2400,0,245/50 R19 105W,184,2864,4708x1891x1676,0,4X2,FR,0,0,4,CKD,INA,-,-,-,-,-,-,-,-,-,-,-,-
2021,BMW,X3 xDrive30e,1998,AT,G,61,2400,0,245/50 R19 105W,184,2864,4708x1891x1676,0,4X2,FR,0,0,4,CKD,INA,-,-,-,-,-,-,-,-,-,1,-,-
2021,DFSK,GLORY 560 1.8 A/T CVT LUXURY,1798,AT,G,50,1985,-,215/60R17,139,2690,4515 X 1815 X 1735,7,4X2,FF,-,4,4,CKD,INA,-,-,-,-,-,-,-,-,1,1,-,-
2021,HONDA,New CR-V,2000,CVT,G,58,-,-,-,-,-,-,-,4X2,FF,-,5,4,CKD,INA,-,37,-,-,-,-,-,-,-,-,-,-
2021,HONDA,New CR-V,2000,CVT,G,58,-,0,"18 x 7,5J",155,2660,4586 x 1855 x 1679,0,4X2,FF,-,5,4,CKD,INA,-,-,13,-,9,51,-,9,58,59,3,61
2021,HONDA,CIVIC TYPE R,2000,MT,G,65,-,-,-,-,-,-,-,4X2,-,-,5,4,CBU,UK,-,-,-,-,3,-,-,2,-,-,-,-
2021,HONDA,HR-V E,1800,CVT,G,40,-,-,-,-,-,-,5,4X2,FF,-,5,4,CKD,INA,-,-,-,-,-,-,-,-,-,-,-,-
2021,HONDA,HR-V Prestige,1800,CVT,G,40,-,-,-,-,-,-,5,4X2,FF,-,5,4,CKD,INA,152,132,140,175,2,110,68,119,61,-,56,66
2021,HONDA,Odyssey Prestige,2354,CVT,G,55,1855,-,17 x 7J,175,2900,4830 x 1820 x 1695,7,4X2,FF,-,5,4,CBU,Japan,5,3,21,-,22,6,20,24,21,3,30,30
2021,HYUNDAI - HIM,Kona,2000,AT,G,-,-,-,-,-,-,-,5,4X2,-,-,4,4,CBU,Korea,4,-,-,-,-,-,-,-,-,-,-,-
2021,HYUNDAI - HIM,New Santa FE CRDI,2200,AT,D,64,-,-,-,-,-,-,-,4X2,FF,-,4,4,CBU,Korea,1,-,-,-,-,-,-,-,-,-,-,-
2021,HYUNDAI - HIM,New Santa FE,2400,AT,G,64,-,-,-,-,-,-,-,4X2,FF,-,4,4,CBU,Korea,1,-,-,-,-,-,-,-,-,-,-,-
2021,HYUNDAI - HIM,H-1  2.4,2400,AT,G,75,3030,-,-,-,-,-,-,4X2,FR,-,4,4,CKD,INA,5,7,2,3,7,8,3,4,4,2,-,-
2021,HYUNDAI - HIM,H-1  2.5 CRDI,2500,AT,D,75,3185,-,-,-,-,-,-,4X2,FR,-,4,4,CKD,INA,10,8,20,8,6,6,7,3,1,5,-,-
2021,HYUNDAI - HIM,Starex 2.5 CRDi,2500,MT,D,75,3030,-,-,-,-,-,-,4X2,FR,-,4,4,CKD,INA,1,5,5,-,4,2,3,1,1,-,-,-
2021,HYUNDAI - HIM,Starex 2.4,2400,MT,G,75,3030,-,-,-,-,5125 x 1920 x 1925,10,4X2,-,-,4,4,CKD,INA,-,-,-,-,-,-,-,-,-,-,-,-
2021,HYUNDAI - HMID,Kona Gasoline 2.0 Single Tone,2000,AT,G,50,1830,-,215/55/R17,149,2600,4165 x 1800 x 1565,5,4X2,FF,-,5,4,CBU,South Korea,2,-,-,-,-,-,-,-,-,-,-,-
2021,HYUNDAI - HMID,Kona Gasoline 2.0 Two Tone,2000,AT,G,50,1830,-,215/55/R17,149,2600,4165 x 1800 x 1565,5,4X2,FF,-,5,4,CBU,South Korea,3,-,-,-,-,-,-,-,-,-,-,-
2021,HYUNDAI - HMID,Kona EV,-,AT,EV,-,2020,-,215/55/R17,-,2600,4180 x 1800 x 1570,5,4X2,-,-,5,4,CBU,South Korea,19,71,34,61,30,34,24,15,27,34,8,3
2021,HYUNDAI - HMID,Santa Fe D2.2 8DCT Style,2200,AT,D,67,2550,-,235/60/18,202,2765,4785 x 1900 x 1710,5,4X2,FF,-,5,4,CBU,South Korea,-,-,-,-,1,1,1,-,-,-,-,-
2021,HYUNDAI - HMID,Santa Fe D2.2 8DCT Prime,2200,AT,D,67,2550,-,235/60/18,202,2765,4785 x 1900 x 1710,5,4X2,FF,-,5,4,CBU,South Korea,-,-,13,14,9,22,-,-,-,-,14,11
2021,HYUNDAI - HMID,Santa Fe D2.2 8DCT Signature,2200,AT,D,67,2550,-,235/60/18,202,2765,4785 x 1900 x 1710,5,4X2,FF,-,5,4,CBU,South Korea,-,-,29,22,4,26,1,47,37,58,104,69
2021,HYUNDAI - HMID,Santa Fe G2.5 6AT Style,2500,AT,G,67,2510,-,235/60/18,180,2765,4785 x 1900 x 1710,5,4X2,FF,-,5,4,CBU,South Korea,-,-,-,1,1,9,3,-,-,-,-,-
2021,HYUNDAI - HMID,Santa Fe G2.5 6AT Prime,2500,AT,G,67,2510,-,235/60/18,180,2765,4785 x 1900 x 1710,5,4X2,FF,-,5,4,CBU,South Korea,-,-,4,8,10,15,2,-,-,-,15,10
2021,HYUNDAI - HMID,Santa Fe G2.5 6AT Signature,2500,AT,G,67,2510,-,235/60/18,180,2765,4785 x 1900 x 1710,5,4X2,FF,-,5,4,CBU,South Korea,-,-,6,15,5,7,50,2,36,9,35,7
2021,HYUNDAI - HMID,Palisade 2.2 CRDi,2200,AT,D,-,-,-,-,-,-,-,-,-,-,-,-,-,CBU,South Korea,45,23,88,135,82,114,117,119,171,176,155,134
